Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,K. Bland; S. Grobmyer; M. Baker; V. S. Klimberg,2014.0,Discussion,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed18&AN=607794151",,,0
Journal Article,E. Blank; U. Kraus-Tiefenbacher; G. Welzel; A. Keller; M. Bohrer; M. Sutterlin; F. Wenz,2010.0,Single-center long-term follow-up after intraoperative radiotherapy as a boost during breast-conserving surgery using low-kilovoltage x-rays,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=359905582","Background: Intraoperative radiotherapy (IORT) during breast-conserving surgery as a boost followed by whole-breast radiotherapy is increasingly used. Methods: Between February 2002 and December 2008, a total of 197 patients were treated with IORT as a boost (20 Gy, 50 kV x-rays; Intrabeam System, Carl Zeiss Surgical, Oberkochen, Germany) during breast-conserving surgery, followed by whole-breast radiotherapy (46-50 Gy). Systemic therapy was provided according to the St. Gallen consensus. Patients were recalled every 6-12 months for follow-up. Findings were scored according to the LENT-SOMA scale. Results: Median age was 61.8 (range 30-84) years, and median follow-up was 37 (range 5-91) months. There were T1, T2, and Tx tumors in 129, 67, and 1 patients, respectively, and N0, N1, N2, and N3 disease in 144, 36, 15, and 2 patients, respectively. Until December 2009, 5 local invasive relapses, 1 local ductal carcinoma-in-situ, 1 axillary relapse, 6 secondary cancers, and 11 distant metastases were seen, resulting in a 5-year disease-free survival of 81.0% and an overall survival of 91.3%. Local relapse-free survival (invasive cancers) at 3 and 5 years was 97.0%. After a follow-up of 5 years (n = 58), only 8 patients (13.8%) had chronic skin toxicities, and 2 patients (3.4%) had a marked increase in density (fibrosis III), while 62.0% had no/barely palpable fibrosis 0-I. Other toxicities observed included severe pain (n = 4, 6.9%), retraction (n = 17, 29.3%), edema of the breast (n = 1, 1.7%), and lymphedema in general (n = 2, 3.4%). Conclusions: After IORT as a tumor bed boost with low-kilovoltage x-rays followed by whole-breast radiotherapy, low local recurrence and chronic toxicity rates were seen after 5-year follow-up. © 2010 Society of Surgical Oncology.",,0
Journal Article,E. Blank; G. Welzel; U. Kraus-Tiefenbacher; M. Sutterlin; F. Wenz,2011.0,Quality of life after intraoperative radiotherapy (IORT) as a boost in patients with early breast cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed13&AN=70481868","Purpose: Intraoperative radiotherapy (IORT) as a boost during breast conserving surgery is increasingly used. In a retrospective cross-sectional analysis, we assessed Quality of Life (QoL) and late toxicity in women treated with an IORT boost followed by whole breast irradiation (WBRT). Materials: Between 02/2002-12/2006, 142 patients (median age 63 years) were treated with an IORT boost (20 Gy; INTRABEAM System) and WBRT (46 50 Gy) after completed wound healing or chemotherapy. After a median interval of 34 months at the end of EBRT, QoL data were assessed in 103 patients with two reliable and valid questionnaires: the QLQ-C30 and QLQ- BR23. We also performed clinical examinations every 6 12 months and documented late effects according to the LENT SOMA scale. Results: With a median follow-up of 32 months most toxicity and QoL scores were good/excellent and QoL had no clinically relevant difference of > 10 points compared to an age adjusted population. However, our patients had significantly lower ratings in global health/QoL (58.66 vs. 64.77; p = 0.016). Patients with higher grade toxicities rated significantly more emesis/nausea (p = 0.018), constipation (p = 0.002), breast (p = 0.008) and arm symptoms (p = 0.013) and showed worse QoL (56.74 vs. 60.58 points). Pain > <sup>0</sup>II had most influence. Satisfied patients (89%) had fewer breast and arm symptoms (p < 0.001) and fewer higher grade toxicities (p = 0.004). Conclusions: Patients with an IORT boost had a good QoL in a median follow-up of nearly three years. Higher grade toxicity had a small impact on QoL.",,0
Journal Article,E. Blank; G. Welzel; M. Sutterlin; F. Wenz,2010.0,Quality of life after intraoperative radiotherapy (IORT) as a boost in patients with early breast cancer. [German],", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=359917274","Purpose: Intraoperative radiotherapy (IORT) is increasingly used as a boost during breast conserving surgery. In a retrospective cross-sectional analysis, we assessed the Quality of Life (QoL) and late toxicity in women treated with an IORT boost followed by whole breast irradiation (WBRT). Material and Methods: Between 02/2002 and 12/2006, 142 patients (median age: 63 years) were treated with an IORT boost (20Gy; INTRABEAM System) and WBRT (4650Gy) after completed wound healing or chemotherapy. After a median interval of 34 months after WBRT, QoL data were assessed in 103 patients using two reliable, validated questionnaires: the QLQC30 and QLQ-BR23. We also carried out clinical examinations every 612 months and documented late effects according to the LENT SOMA scale. Results: At a median follow-up of 32 months most toxicity and QoL scores were good/excellent and QoL showed no clinically relevant difference of >10 points compared to an age-adjusted population. However, our patients had significantly lower ratings for global health/QoL (58.66 vs. 64.77; p=0.016). Patients with higher grade toxicities reported significantly more emesis/nausea (p=0.018), constipation (p=0.002), breast (p=0.008) and arm symptoms (p=0.013) and showed a worse QoL (56.74 vs. 60.58 points). Pain > ?II had the greatest impact. Satisfied patients (89%) reported fewer breast and arm symptoms (p<0.001) and fewer higher grade toxicities (p=0.004). Conclusion: Patients with an IORT boost had a good QoL at a median follow-up of nearly three years. Higher grade toxicity had a small impact on QoL. © Georg Thieme Verlag KG Stuttgart . New York.",,0
Journal Article,E. Blank; G. Welzel; O. Tome; U. Kraus-Tiefenbacher; F. Wenz,2008.0,Early initiation of external beam radiotherapy (EBRT) increases the risk of long-term toxicity in patients undergoing intraoperative radiotherapy (IORT) as a boost for breast cancer. [German],", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed11&AN=352173590","Purpose: Intraoperative radiotherapy (IORT) during breast conserving surgery is increasingly used. When given as a boost, the sequencing of IORT, systemic therapy and external beam radiotherapy (EBRT) may be of importance for normal tissue damage. We analyzed the influence of the interval between IORT and EBRT on the development of late toxicity in breast cancer patients receiving IORT as a boost prior to EBRT of the whole breast. Material and Methods: 91 patients were followed up for a median of 24 months (range 21-29 months) after IORT and EBRT. Twenty Gy IORT were given with 50 kV X-rays (INTRABEAM, Carl Zeiss Surgical, Oberkochen, Germany) followed by 46-50 Gy EBRT after a median interval of 37 days (range, 13-226 days). Toxicity was assessed with the modified LENT SOMA score. Results: 27 patients developed higher grade fibrosis (II-IIIdegree). There were 13 patients with retractions, 8 patients with pain IIdegree, 8 with edema Idegree, 4 patients with teleangiectases, 1 patient with lymphedema IIdegree, and 1 patient with hyperpigmentation IIdegree. No ulcers were seen. 54 patients had no higher grade chronic toxicity. A comparison of the patients showed that the median interval in the group of patients with higher grade toxicity (n = 37) was significantly shorter than in the group of 54 patients without late effects (34 days vs. 40 days, p = 0.044, Mann-Whitney U-test). Conclusion: Starting EBRT about 5 weeks after IORT appears safe. A shorter interval between IORT and EBRT was found to be associated with an increased frequency of chronic late toxicity. © Georg Thieme Verlag KG Stuttgart.",,0
Journal Article,E. Blank; N. Willich; R. Fietkau; W. Popp; J. Schaller-Steiner; H. Sack; F. Wenz,2012.0,"Evaluation of time, attendance of medical staff, and resources during radiotherapy for breast cancer patients: The DEGRO-QUIRO trial",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=365078339","Background and purpose. To conform to recommendations regarding the treatment of breast cancer, an estimation of costs and personnel to assure treatment is required. To date no recommendations based on real time measurements are available. The DEGRO (German Society of Radiation Oncology), therefore, initiated a prospective multicenter evaluation of core procedures of radiotherapy. In this analysis, the results regarding human resources and room occupation during the treatment of breast cancer are presented. Patients and methods. Three academic radiation oncology centers (Erlangen, Munster, Mannheim) prospectively documented their workflow and working time for all breast cancer patients from July-October 2008. Subsequently, a statistical analysis was performed. Results. The longest working time of physicians was the definition of the target volume and organs at risk (mean 33 min). Furthermore, physicians needed much time for general tasks, which included conversations. Physicists needed the most time for treatment planning and authorization (64 min), whereas technicians were mostly needed in day-to-day radiotherapy treatment (15 min, 31 min including verification). Despite significant differences in specific steps between centers, overall working times and room occupation were comparable and representative. Special procedures (intraoperative radiotherapy/multicatheter brachytherapy) required considerable amounts of additional working time of physicians and physicists. Conclusion. In this prospective analysis, data of human resources and room occupation during treatment of breast cancer are presented for the first time. Each patient consumes about 12 h of human resources for treatment and 3.75 h for general tasks (physicians 4.7 h, physicists 1.8 h, and technicians 9.2 h). © Springer-Verlag 2012.",,0
Journal Article,J. U. Blohmer; R. Kimmig; S. Kummel; S. D. Costa; S. Kramer; M. Rezai,2008.0,Intraoperative radiotherapy of breast cancer. [German],", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed11&AN=351700558","In the systemic therapy of breast cancer, the tumor itself has become the specific target. If possible the surgical excision of breast carcinoma is restricted to the tumor site and aims at an R0 resection of the invasive and preinvasive portions of the carcinoma. Only percutaneous whole-breast radiotherapy irradiates the whole breast. The additional boost irradiation is targeted and significantly improves local control in all age groups. Due to the increased detection of small breast carcinomas in postmenopausal patients by mammographic screening, it is necessary to consider a change of the existing therapeutic practice. Published results of partial irradiation of the breast (intra- as well as postoperatively) show a very high degree of local control with follow-ups of up to 11 years. At present prospective and randomized studies investigate for which patients an intraoperative radiotherapy is sufficient as the sole irradiation method after previous surgery. Intraoperative radiotherapy as a boost preceding percutaneous whole-breast irradiation should already be possible according to a relevant statement of the DEGRO. Copyright © 2008 S. Karger AG.",,0
Journal Article,J. U. Blohmer; R. Kimmig; S. Kummel; S. D. Costa; S. Kramer; M. Rezai,2008.0,[Intraoperative radiotherapy of breast cancer],10.1159/000118933,"In the systemic therapy of breast cancer, the tumor itself has become the specific target. If possible the surgical excision of breast carcinoma is restricted to the tumor site and aims at an R0 resection of the invasive and preinvasive portions of the carcinoma. Only percutaneous whole-breast radiotherapy irradiates the whole breast. The additional boost irradiation is targeted and significantly improves local control in all age groups. Due to the increased detection of small breast carcinomas in postmenopausal patients by mammographic screening, it is necessary to consider a change of the existing therapeutic practice. Published results of partial irradiation of the breast (intra- as well as postoperatively) show a very high degree of local control with follow-ups of up to 11 years. At present prospective and randomized studies investigate for which patients an intraoperative radiotherapy is sufficient as the sole irradiation method after previous surgery. Intraoperative radiotherapy as a boost preceding percutaneous whole-breast irradiation should already be possible according to a relevant statement of the DEGRO.",ger,0
Journal Article,E. S. Bloom,2013.0,Differences in effective target volume between various techniques of accelerated partial breast irradiation,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=368554870",,,0
Journal Article,F. Bludau,2014.0,Kypho-IORT: Intraoperative radiotherapy in spinal metastases: Nine-month clinical results,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=71676091","BACKGROUND CONTEXT: A new technique of combined kyphoplasty and intraoperative radiation therapy (Kypho-IORT) was introduced in 2010 [1]. The indication, rationale and possible advantages have been published in 2011 [2]. In the first clinical period several technical improvements and modifications could stabilize the method, its clinical feasibility and shortterm safety has been shown [3]. Due to the higher local radiation doses compared to extracorporal radiotherapy (EBRT) permitted by the steep dose fall off of the IORT-source a higher local tumor control can potentially be achieved by Kypho-IORT. In this study we present an intermediate prospective follow-up of 9-month after Kypho-IORT. PURPOSE: Local tumor control and clinical use of Kypho-IORT. STUDY DESIGN/SETTING: Evidence level IV: prospective case series. PATIENT SAMPLE: 62 patients suffering from 77 spinal metastases which were treated with Kypho-IORT were included in the prospective study. Data of 16 patients who finished the 4th follow-up appointment after around 9 months and were interpreted. OUTCOME MEASURES: Acquired basic data were gender, age at surgery, tumor entity, treated vertebral level, delivered dose. Prospective collected data were pain measure by visual analogue scale (VAS) preoperative and at follow-up, Karnofsky Index, local metastasis control in the treated vertebra and general progression of metastases by CT or MRI. METHODS: Clinical and radiographic follow-up examinations. RESULTS: 16 patients (12 females, 4 males) with an average age of 61 years were included. Twelve patients had breast cancer, two patients suffered prostate cancer and one each with lung, ovarian and sigmoid cancer. Thirteen thoracic and 4 lumbar vertebrae were treated with an average surgical time of 70 minutes per vertebra. The time from surgery to the 9-month follow-up was in average 348 days. The Karnofsky index was constant with 87 preoperative versus 86 at follow-up. The VAS average decreased from 4.1 preoperative to 1.4 postoperative and 0.8 at follow-up. In all cases but two, a dose of 8gy in a radius of 5mm was delivered successfully, two cases with second dose level at 8gy in 8mm distance to isocenter. Three patients had a local progress, one patient due to incorrect indication. Two vertebrae needed open revision surgery; one local progress was treated only with EBRT. Eight patients showed a general tumor progress. CONCLUSIONS: Kypho-IORT can offer a fast postoperative pain reduction, immediate stabilization and prevention of secondary fractures in the treated vertebrae by kyphoplasty which could be confirmed in this small cohort. The VAS decreased postoperative and this level was maintained during follow-up. Local tumor control (indication failures ignored) by intraoperative radiation could be achieved in 87% of the vertebrae over the 9 months period, which seems to be better than single fraction radiation schedules and at least comparable to multiple fraction schedules of conventional radiation. Furthermore the Karnofsky-Index stayed constant over the follow-up period which proves the low morbidity of the intervention in short and in intermediate term. All 14 of 16 patients of the 9-month-follow- up were treated with the lowest calculated treatment dose; probably an even higher local tumor control is achievable by higher local radiation doses.These results warrant further evaluation of this technique by a dose escalation and a multicenter study, which is currently under way.",,0
Journal Article,F. Bludau; U. Obertacke; R. Schmidt,2012.0,First midle-term results after Kypho-IORT,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=70969418","Introduction: Metastatic spine desease is an emerging problem due to enhanced survival time because of a better oncologic treatment. This rises the probability to suffer from metastases. Vertebral body metastases are a major cause for immobility and hospitalisation of palliative patients. Actual treatment modalities like EBRT (fractionated 20x2gy or 10x3gy) or aggressive operative techniques like the dorso-ventral stabilization do not respect the treatment aim of quality of life and a short hospitalisation. The combination of intra-operative single-dose radiotherapy with kyphoplasty (Kypho-IORT) is thought to allow local tumor control and immediate pain relief due to the cement augementation. The first publication of this novel treatmentoption was done in 2010(1), meanwhile additional publications on the technical feasibility (2), the underlying physics and possible treatment strategies (3) were issued. Like in every new procedure no longterm-results are available. In this study we could follow-up 10 patients having received Kypho-IORT ad least 6 months ago. Material and Methods: Kypho-IORT has been performed successfully in 39 patients, 10 of them reached the 6month Follow-up (6M-FU). In addition to that 3 more patients were intended for treatment with Kypho-IORT, but could not be treated due to technical difficulties. After changing the operationtechnique no problems occurred in every following case (20). We treated 47 vertebrae in 39 patients. 12 patients died because of general tumour progress before 6M-FU, 1 died of an severe, not operation-related, urosepsis. 3 patients were housed in a hospice and droped out. 7 patients were treated less then 6 month ago, 1 case is address unknown. In 5 patients the 6M-FU is actually pending. Results: In 7 cases the primary entity consists of breast-cancer, in each one case of ovarian-, lung- and prostate-cancer. The preoperative pain-level of 4.7 (VAS) could be reduced to 1.7. At 6M-FU the mean VAS was 0.5. No local progress could be observed, general tumor progress was found in 5 patients at 6MFU, 2 of these died in further course. The mobility of the treated patients could be sustained. Conclusion: Kypho-IORT seems to achieve local tumor control due to single-dose radiation and to provide instant pain-reduction by cement-stabilisation with minimal hospitalisation of palliative patients. The above mentioned treatment goals appear to be in reach.",,0
Journal Article,E. Boelke; M. Alessandro; W. Budach; K. Zwiefel; W. Janni; C. Matuschek,2013.0,Acute and late side effects for intraoperative electron radiotherapy during breast-conserving surgery of breast cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71245250","Background: Intraoperative boost irradiation as part of breast-conserving therapy is a perfect method to adequately capture the high risk tumor relapse area. The most homogeneous dose distribution is achieved with electrons. Intraoperative radiotherapy (IOERT) as a boost for breast cancer releases a high single dose of radiation to the breast tissue; therefore acute toxicity is of particular attention. To date there is only inadequate information available on breast cancer patients treated with IORT using electrons applied as a boost. We therefore analyzed the acute toxicity and late side effects after radiotherapy with 10 Gy as a boost with a minimum follow-up of 3 months. Methods: A total of 385 patients treated with IOERT (10 Gy with 5, 7 and 9 MeV electrons) with a dedicated robotic linac (NOVAC 7, New Radiant Technology, Aprilia, Italy) to the tumor bed during breast-conserving surgery as a boost followed by whole-breast radiotherapy (WBRT,50- 50.4 Gy; 1.8-2 Gy per fraction) were included in this study. All patients underwent a retrospective follow-up regarding acute and late side effects. Toxicities were documented using the common toxicity criteria (CTC 4.0 of the European Organization for Research and Treatment of Cancer). Results: The IOERT was well tolerated and the cosmetic results were good. As a side effect there were five patients with seroma. Two patients developed a secondary wound healing. Two patients developed chronic pain in the irradiated breast. Ten patients developed a grade 2 fibrosis. The remaining patients did not develop any grade 3 or 4 side effects. The observed toxicity rates were not influenced by age, tubus size, electron energy or systemic therapy. 80 patients had a follow up longer than 5 years. Three of them developed distant metastasis and one patient died. Conclusions: After IOERT of the breast using electrons we did not find any unexpected acute and late toxicity rates.",,0
Journal Article,E. Boelke; W. Budach; W. Janni; K. Zwiefel; F. J. Njanang; I. Simiantonakis; C. Matuschek,2012.0,Acute side effects of intraoperative electron radiotherapy of breast cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=71086064","Background: Intraoperative boost irradiation as part of breast-conserving therapy is a perfect method to adequately capture the high risk tumor relapse area. The most homogeneous dose distribution is achieved with electrons. Intraoperative radiotherapy (IOERT) as a boost for breast cancer releases a high single dose of radiation to the breast tissue; therefore acute toxicity is of particular attention. To date there is only inadequate information available on breast cancer patients treated with IORT using electrons applied as a boost. We therefore analyzed the acute toxicity after radiotherapy with 10 Gy as a boost with a minimum follow-up of 3 months. Methods: A total of 69 patients treated with IOERT (10Gy with 5, 7 and 9 MeV electrons) with a dedicated robotic linac (NOVAC 7, New Radiant Technology, Aprilia, Italy) to the tumor bed during breast-conserving surgery as a boost followed by whole-breast radiotherapy (WBRT, 50.4 Gy; 1.8 Gy per fraction) were included in this study. All patients underwent a retrospective follow-up (median, 8 months; range 1-17 months) regarding acute side effects within the first three months. Toxicities were documented using the common toxicity criteria (CTC 4.0 of the European Organization for Research and Treatment of Cancer). Results: The IOERT was well tolerated. As a side effect there was one patient with seroma. Two patients developed chronic pain in the irradiated breast. Two patients developed a secondary wound healing. The remaining patients did not develop any grade 3 or 4 side effects. The observed toxicity rates were not influenced by age, tubus size, electron energy or systemic therapy. Conclusions: After IOERT of the breast using electrons we did not find any unexpected acute toxicity rates.",,0
Journal Article,K. Boer,2005.0,Effective treatment strategy in elderly breast cancer patients. [Hungarian],", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed10&AN=40296029","INTRODUCTION: High frequency of cancer in older people and the improvements in life expectancy do not allow older age to be a barrier to treatment. The age is one of the risk factors for breast cancer development, one third of all cases occur in women older than 70 years. AIM: To provide an overview of the available information on the main issues in the field of surgery, radiotherapy and medical approaches to the treatment of breast cancer in the elderly. METHOD: The author discusses the treatment of breast cancer in the elderly, based on the data of literature. RESULTS: The assessment of any patient is the first step in the treatment process, performance status is more important than age. In older women a correct evaluation includes not only the basic medical history and the cancer staging, but also a detailed assessment of health and environment that may interfere with the therapeutic approach of the patient. Age is not a limitation for surgery, without any comorbidity it is safe, and operative mortality is low. The body self-image is important for most old women, they also wish to keep their breasts, so a conservative surgery and adjuvant radiotherapy should be offered to all, as long as the stage permits it. The selection of patients who are candidates for axillary dissection is based on selective lymph sentinel node technique which provides an optimal nodal staging with a minimal morbidity. The results of radiotherapy are as good as in younger patients, elderly women tolerate radiotherapy well. The inability to travel to the radiation facility is often the reason for omitting the radiation treatment and to choose a modified mastectomy. A promising alternative to the standard radiation treatment is the concept of intraoperative radiotherapy. Breast cancer in the elderly women is more likely to be well differentiated tumour, containing oestrogen and progesterone receptors. Based on these favourable prognostic factors, endocrine therapy is the standard treatment in adjuvant and metastatic setting for older women. When all hormonal options have been exhausted, elderly women should be treated with chemotherapy. Older patients often use several drugs concomitantly, and this polypharmacy may lead to possible clinically significant changes in the cytotoxic agent pharmacology. Supportive care can improve compliance of patients to chemotherapy. The introduction of oral and weekly applied cytotoxic treatments will allow a broader spectrum of patients to benefit from chemotherapy, particularly those with a poorer performance status. CONCLUSIONS: The use of a multidimensional geriatric evaluation permits a better selection of the best and individualized therapeutic decision for each patient. The growing number of treatment options in the elderly breast cancer patients will lead to an increase in survival and contribute to an improvement in their quality of life.",,0
Journal Article,K. Boer,2005.0,[Effective treatment strategy in elderly breast cancer patients],", ","INTRODUCTION: High frequency of cancer in older people and the improvements in life expectancy do not allow older age to be a barrier to treatment. The age is one of the risk factors for breast cancer development, one third of all cases occur in women older than 70 years. AIM: To provide an overview of the available information on the main issues in the field of surgery, radiotherapy and medical approaches to the treatment of breast cancer in the elderly. METHOD: The author discusses the treatment of breast cancer in the elderly, based on the data of literature. RESULTS: The assessment of any patient is the first step in the treatment process, performance status is more important than age. In older women a correct evaluation includes not only the basic medical history and the cancer staging, but also a detailed assessment of health and environment that may interfere with the therapeutic approach of the patient. Age is not a limitation for surgery, without any comorbidity it is safe, and operative mortality is low. The body self-image is important for most old women, they also wish to keep their breasts, so a conservative surgery and adjuvant radiotherapy should be offered to all, as long as the stage permits it. The selection of patients who are candidates for axillary dissection is based on selective lymph sentinel node technique which provides an optimal nodal staging with a minimal morbidity. The results of radiotherapy are as good as in younger patients, elderly women tolerate radiotherapy well. The inability to travel to the radiation facility is often the reason for omitting the radiation treatment and to choose a modified mastectomy. A promising alternative to the standard radiation treatment is the concept of intraoperative radiotherapy. Breast cancer in the elderly women is more likely to be well differentiated tumour, containing oestrogen and progesterone receptors. Based on these favourable prognostic factors, endocrine therapy is the standard treatment in adjuvant and metastatic setting for older women. When all hormonal options have been exhausted, elderly women should be treated with chemotherapy. Older patients often use several drugs concomitantly, and this polypharmacy may lead to possible clinically significant changes in the cytotoxic agent pharmacology. Supportive care can improve compliance of patients to chemotherapy. The introduction of oral and weekly applied cytotoxic treatments will allow a broader spectrum of patients to benefit from chemotherapy, particularly those with a poorer performance status. CONCLUSIONS: The use of a multidimensional geriatric evaluation permits a better selection of the best and individualized therapeutic decision for each patient. The growing number of treatment options in the elderly breast cancer patients will lead to an increase in survival and contribute to an improvement in their quality of life.",hun,0
Journal Article,E. Boldo; R. Lozoya; G. Perez De Lucia; A. Bouche; V. Morillo; F. Carlos,2011.0,Surgical tips to optimice breast IORT,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed13&AN=70481869","Purpose: Breast intraoperative radiotherapy (IORT) has been developed to reduce local recurrence rate, aesthetic radiation side effects and radiation schedule. Nevertheless, all these objectives can be hampered if improper surgical and radiation techniques are used. The aim of this report is to underline the surgical tips that, in our experience, must be fulfilled systematically to obtain the best results with breast IORT. Materials: In our practice, surgical principles in breast IORT include: resection of the tumor before radiation, metilene blue marking of the resection margins (figure 1), protection of the chest structures using aluminium round protectors (figure 2), purse string suture of the resection margins in order to include the risk area in the radiation field (figure 3), checking this inclusion (facilitated by metilene blue markings) after fixing the bolus (figure 4), using as wider applicators as possible and protecting skin wedges with moistened swabs (figure 5). Results: From November 2008 to November 2010, 12 breast lORTs had been performed in our center. The local recurrence rate has been 0% after a mean follow up of 29 (1-24) months. Aesthetic radiation side effects have been mild, as none of our patients have been referred to plastic surgery. Radiation schedule (compared to ERT) has been reduced in all cases. Conclusions: Metilene blue marking of the resection margins altogether with meticulous surgical and radiation techniques may help to achive breast IORT advantages.",,0
Journal Article,A. M. Bolt; V. Sabourin; M. F. Molina; A. M. Police; L. F. Negro Silva; D. Plourde; M. Lemaire; J. Ursini-Siegel; K. K. Mann,2015.0,Tungsten targets the tumor microenvironment to enhance breast cancer metastasis,10.1093/toxsci/kfu219,"The number of individuals exposed to high levels of tungsten is increasing, yet there is limited knowledge of the potential human health risks. Recently, a cohort of breast cancer patients was left with tungsten in their breasts following testing of a tungsten-based shield during intraoperative radiotherapy. While monitoring tungsten levels in the blood and urine of these patients, we utilized the 66Cl4 cell model, in vitro and in mice to study the effects of tungsten exposure on mammary tumor growth and metastasis. We still detect tungsten in the urine of patients' years after surgery (mean urinary tungsten concentration at least 20 months post-surgery = 1.76 ng/ml), even in those who have opted for mastectomy, indicating that tungsten does not remain in the breast. In addition, standard chelation therapy was ineffective at mobilizing tungsten. In the mouse model, tungsten slightly delayed primary tumor growth, but significantly enhanced lung metastasis. In vitro, tungsten did not enhance 66Cl4 proliferation or invasion, suggesting that tungsten was not directly acting on 66Cl4 primary tumor cells to enhance invasion. In contrast, tungsten changed the tumor microenvironment, enhancing parameters known to be important for cell invasion and metastasis including activated fibroblasts, matrix metalloproteinases, and myeloid-derived suppressor cells. We show, for the first time, that tungsten enhances metastasis in an animal model of breast cancer by targeting the microenvironment. Importantly, all these tumor microenvironmental changes are associated with a poor prognosis in humans.",eng,0
Journal Article,M. Boonsripitayanon; K. Thephamongkhol; S. Chuthapisith; A. Ratanawichitrasin; P. Sirimontaporn; P. Aitphawin; W. Imruetaicharoenchoke; J. Petsuksiri; L. Tuntipumiamorn; P. Laojunun; J. Setakornnukul,2013.0,Early experience using mobile electron machine for intraoperative radiotherapy in early breast cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71027886","Introduction. Recently, accelerated partial breast irradiation (APBI) has been introduced to replace external beam wholebreast irradiation (EBRT), either for boost or single dose (in some low-risk patients) purposes. In this study, we reported early experience using intraoperative radiation therapy (IORT, a type of APBI) in the treatment of early breast cancer. Methods. Immediately after tumour removal, IORT using Mobetron delivering electrons with dose of 9 Gy (boost) or 21 Gy (single dose) at the level of 90% isodose was used. All patients in the boost group received postoperative EBRT (50 Gy). Toxicity was evaluated by NCI/CTCAE V4.0 and RTOG acute radiation morbidity score. Cosmetic outcome was evaluated by physical examination. Quality of life (QoL) was recorded using the EORTC QLQ-C30/BR23 and Functional Assessment of Cancer Therapy-Breast (FACT-B). Local recurrence and disease-free survival were recorded. Results. There were 20 and 17 patients receiving 9 Gy and 21 Gy IORT. Median follow-up was 16 and 3.5 months in the boost and the single dose groups. Success rate of IORT was 92.5%. None in both groups had local recurrence or distant metastasis. In the boost group, one patient had grade 3 skin induration and one had wound separation. One patient had grade 3 RTOG lung toxicity (likely due to EBRT). In the single dose group, all were well tolerated with no grade 3 or 4 acute and late toxicity. Regarding cosmetic issues, most patients had a good outcome (61.5% in the boost group and 80% in the single dose group). All had good QoL, in which functional scores were high and symptom scale score were low. Discussion. IORT using electron as a boost and single dose APBI provided highly feasibility, acceptable toxicity, good cosmetic outcome, and excellent QoL. Further follow-up is required to assess long-term toxicity and local recurrence.",,0
