Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,V. Catena; E. Descat; F. Cornelis; J. Palussiere,2012,Lung thermal ablation (RFA-microwaves) using a real-time needle guidance software combining cone-beam computed tomography and fluoroscopy,http://dx.doi.org/10.1007/s00270-012-0437-6,"Purpose: To evaluate technical feasibility and success of lung thermal ablation (RFA-microwaves) using a real-time needle guidance software combining cone-beam computed tomography and fluoroscopy. Material and Methods: Between 2009 and 2012, 52 patients (62 tumors) were treated with lung percutaneous RFA under general anesthesia, using a conebeam CT (Philips Allura XperFD20) and fluoroscopic guidance. Xperguide software was used to plan a virtual needle trajectory. Tumor ablation was performed with multitine radiofrequency electrodes for 60 tumors (Leveen Boston Scientific), or microwaves, for 2 tumors (Amica). 21 patients were treated for primary lung carcinoma and 31 for lung metastasis from different origin. Primary endpoint was the local efficacy evaluated by CT or TEP CT. Secondary endpoints were technical success, evaluation of complications. Results: Median tumor diameter was 19 mm (range 7 to 50 mm). At the moment, median follow-up is 6,2 months IC95% [3.3-7 months]. During this period 2 local recurrences were depicted for 2 patients. Secondary endpoints: all the cases were technically successful and none procedure was cancelled. Pneumothorax was the most common complication and occurred in 13 procedures; 7 of them underwent additional chest tube insertions. The median time of hospitalization was 2 days. Conclusion: Cone-beam CT and live3D needle guidance is a useful technique for percutaneous lung ablation (RFA and microwaves).",English,0
Journal Article,M. R. Chamarthy; M. Gupta; T. W. Hughes; N. B. Velasco; J. Cynamon; Y. Golowa,2014,Image-guided percutaneous ablation of lung malignancies a minimally invasive alternative for nonsurgical patients or unresectable tumors,http://dx.doi.org/10.1097/LBR.0000000000000008,"Lung cancer remains the malignancy with the highest mortality and second highest incidence in both men and women within the United States. Imageguided ablative therapies are safe and effective for localized control of unresectable liver, renal, bone, and lung tumors. Local ablative therapies have been shown to slow disease progression and prolong disease-free survival in patients who are not surgical candidates, either due to local extent of disease or medical comorbidities. Commonly encountered complications of percutaneous ablation of lung tumors include pneumothorax, pleural inflammation, pleural effusions, and pneumonia, which are usually easily managed. This review will discuss the merits of image-guided ablation in the treatment of lung tumors and the underlying mechanism, procedural techniques, clinical utility, toxicity, imaging of tumor response, and future developments, with a focus on radiofrequency ablation. ©2014 by Lippincott Williams & Wilkins.",English,0
Journal Article,A. C. Chang,2010,Invited commentary,http://dx.doi.org/10.1016/j.athoracsur.2010.07.016,,English,0
Journal Article,C. K. Chen; H. P. Chou; M. H. Sheu,2013,"Image-guided lung tumor ablation: Principle, technique, and current status",http://dx.doi.org/10.1016/j.jcma.2013.03.004,"Image-guided tumor ablation for lung malignancies has emerged as a treatment modality for medically inoperable patients. Overall, image-guided lung tumor ablation is a minimally invasive procedure that has an acceptable safety profile and less impact on lung function. This is important for patients with poor pulmonary and/or cardiac functions or with multiple comorbidities, which prevent them from undergoing surgery, chemotherapy, and radiation therapy. Herein, we review the principle, techniques, clinical application, and patient outcomes of image-guided lung tumor ablation. © 2013 Elsevier Taiwan LLC and the Chinese Medical Association.",English,0
Journal Article,S. Chheang; F. Abtin; A. Guteirrez; S. Genshaft; R. Suh,2013,Imaging Features following Thermal Ablation of Lung Malignancies,10.1055/s-0033-1342957,"Percutaneous image-guided thermal ablation is gaining attraction as an effective alternative to surgical resection for patients with primary and secondary malignancies of the lung. Currently, no standard follow-up imaging protocol has been established or uniformly accepted. The early identification of residual or recurrent tumor would in theory enable the practitioner to offer expeditious retreatment or alternative treatment. This review elaborates on the imaging findings following thermal ablation, both heat- and cold-based, of nonresectable pulmonary malignancies.",eng,0
Journal Article,M. E. Clark; R. R. Smith,2014,Liver-directed therapies in metastatic colorectal cancer,http://dx.doi.org/10.3978/j.issn.2078-6891.2014.064,"Colorectal cancer (CRC) is a major health concern in the United States (US) with over 140,000 new cases diagnosed in 2012. The most common site for CRC metastases is the liver. Hepatic resection is the treatment of choice for colorectal liver metastases (CLM), with a 5-year survival rate ranging from 35% to 58%. Unfortunately, only about 20% of patients are eligible for resection. There are a number of options for extending resection to more advanced patients including systemic chemotherapy, portal vein embolization (PVE), two stage hepatectomy, ablation and hepatic artery infusion (HAI). There are few phase III trials comparing these treatment modalities, and choosing the right treatment is patient dependent. Treating hepatic metastases requires a multidisciplinary approach and knowledge of all treatment options as there continues to be advances in management of CLM. If a patient can undergo a treatment modality in order to increase their potential for future resection this should be the primary goal. If the patient is still deemed unresectable then treatments that lengthen disease-free and overall-survival should be pursued. These include chemotherapy, ablation, HAI, chemoembolization, radioembolization (RE) and stereotactic radiotherapy.",English,0
Journal Article,D. Coldwell; B. Sangro; R. Salem; H. Wasan; A. Kennedy,2012,Radioembolization in the treatment of unresectable liver tumors: Experience across a range of primary cancers,http://dx.doi.org/10.1097/COC.0b013e3181f47923,"Radioembolization is a proven treatment to slow disease progression and improve survival in patients with colorectal cancer liver metastases and hepatocellular carcinoma. Accumulating evidence supports its use in metastases from neuroendocrine tumors and breast cancer. Cancers with radiobiologic profiles similar to those of colorectal and breast cancer, including melanoma, lung cancer, and nodular cholangiocarcinoma, are being studied as candidates for radioembolization. This treatment modality has also been shown to downsize hepatic tumors for potentially curative ablation in patients with breast, pancreatic, and colorectal cancer. Radioembolization using either yttrium-90 (<sup>90</sup>Y)-labeled resin or glass microspheres represents a promising therapy for liver-only or liver-predominant tumors in patients with 1 or more variables, including adequate or sufficient functional liver reserve, good performance status, and absence of other significant comorbidities. Therapeutic efficacy and safety can be best achieved by use of careful dosimetric techniques and treatment planning. Radioembolization could be considered after progression of liver metastases during treatment hiatus, at an early therapeutic line in tumors that respond poorly to chemotherapy, or in treatment-refractory disease. Copyright © 2011 by Lippincott Williams & Wilkins.",English,0
Journal Article,D. M. Coldwell; P. E. Sewell,2005,The expanding role of interventional radiology in the supportive care of the oncology patient: from diagnosis to therapy,", ","Interventional radiology (IR) plays an increasing role in the supportive care of the cancer patient from the placement of catheters to treating the offending tumor via image-guided methods. These methods entail the use of both local and regional means, with thermal ablative technology comprising the former and intra-arterial embolization with radioactive particles the latter. Direct placement of the radiofrequency or cryotherapy probes into tumors that are accessible using computed tomography (CT), ultrasound, or magnetic resonance imaging (MRI) guidance provides reliable symptomatic relief of single or multiple tumors in liver, kidney, lung, bone, or soft tissue. Combined with systemic chemotherapy, these techniques increase patient survival. Intra-arterial delivery of radioactive particles to unresectable tumors both provides symptomatic relief and extends survival when combined with current systemic chemotherapy. These new approaches allow IR to provide crucial therapy for cancer patients.",eng,0
Journal Article,A. A. Connor; R. Burkes; S. Gallinger,2014,Strategies in the multidisciplinary management of synchronous colorectal cancer and resectable liver metastases,http://dx.doi.org/10.1007/s11888-014-0222-9,"Long-term survival following resection of colorectal cancer liver metastases supports hepatic resection as the standard of care for selected metastatic colorectal cancer patients. Many patients will relapse following oncologic resection, and this is usually predictable on the basis of validated factors that separate those most likely and those least likely to benefit from surgery. Yet, some have suggested, perhaps self-servingly, that focus should shift from cure to control, measured in quantity and quality of life gained, and the field has become marred with evidence supporting myriad management strategies. There is no evidence that palliative-intent liver resection is useful, so focus should remain on curative-intent surgery. The patient who presents with synchronous colorectal cancer liver metastases is especially challenging, with issues of location and symptoms of the primary tumor and resectability of hepatic disease at the time of diagnosis, and there is controversy regarding treatment owing to the paucity of evidence-based guidelines. In this review, we describe our approaches to the multidisciplinary treatment of patients with resectable, synchronous disease, including staging, type and timing of chemotherapy, colorectal surgery, hepatobiliary surgery, and adjunctive modalities. © 2014 Springer Science+Business Media New York.",English,0
Journal Article,S. A. Curley,2011,Preface,http://dx.doi.org/10.1016/j.soc.2010.12.002,,English,0
Journal Article,P. Dalal,2013,Percutaneous ablation for lung tumors,http://dx.doi.org/10.1097/CPM.0b013e318285b936,"Lung cancer remains the largest cause of cancer death worldwide. Surgical resection remains the best chance of cure, but only 20% of patients are eligible for this treatment. Traditionally, the remaining patients have been managed with combinations of radiotherapy and chemotherapy; however, outcomes have been poor. Recently, techniques such as stereotactic radiotherapy and thermal ablation have shown promise with outcomes rivalling surgery. This review discusses the principles, technique, outcomes, and complications of the 3 most utilized thermal ablative techniques (radiofrequency ablation, microwave ablation, and cryoablation) for lung tumors. Copyright © 2013 by Lippincott Williams & Wilkins.",English,0
Journal Article,"M. Das; M. H. Abdelmaksoud; B. W. Loo, Jr.; N. Kothary",2010,Alternatives to surgery for early stage non-small cell lung cancer-ready for prime time?,10.1007/s11864-010-0119-z,"Surgery is the standard of care for early stage non-small cell lung cancer (NSCLC), with lobectomy being the most oncologically sound resection. Medically inoperable patients and high-risk surgical candidates require effective alternatives to surgery; even operable patients may opt for less invasive options if they are proven to achieve similar outcomes to surgery. Minimally invasive local treatment modalities including dose-intensified conformal radiation therapy, most notably stereotactic ablative radiotherapy (SABR; also known as stereotactic body radiation therapy), and thermal ablation methods such as radiofrequency ablation (RFA) and microwave ablation (MWA) are emerging as promising treatment options whose roles in the treatment of early stage lung cancer are being defined. Early clinical experience and a rapidly growing body of prospective clinical trials, primarily in medically inoperable patients, are demonstrating encouraging effectiveness and safety outcomes in some cases approaching historical results with surgery. Given the very poor prognosis of the medically inoperable patient population, these alternatives to surgery, particularly SABR, are starting to be considered appropriate first-line therapy in properly selected patients, and prospective cooperative group trials to evaluate and optimize RFA and SABR in specific patient subsets are being conducted. For operable patients, prospective multi-center and cooperative groups trials of SABR are ongoing or completed, and international randomized trials of SABR vs. surgery have been initiated. Thus, promising alternatives to surgery for early stage NSCLC are ready for prime time evaluation in the setting of clinical trials, and participation in ongoing trials for both operable and medically inoperable patients is strongly encouraged.",eng,0
Journal Article,M. Das; M. H. K. Abdelmaksoud; B. W. Loo Jr; N. Kothary,2010,Alternatives to surgery for early stage non-small cell lung cancer-ready for prime time?,http://dx.doi.org/10.1007/s11864-010-0119-z,"Opinion statement: Surgery is the standard of care for early stage non-small cell lung cancer (NSCLC), with lobectomy being the most oncologically sound resection. Medically inoperable patients and high-risk surgical candidates require effective alternatives to surgery; even operable patients may opt for less invasive options if they are proven to achieve similar outcomes to surgery. Minimally invasive local treatment modalities including dose-intensified conformal radiation therapy, most notably stereotactic ablative radiotherapy (SABR; also known as stereotactic body radiation therapy), and thermal ablation methods such as radiofrequency ablation (RFA) and microwave ablation (MWA) are emerging as promising treatment options whose roles in the treatment of early stage lung cancer are being defined. Early clinical experience and a rapidly growing body of prospective clinical trials, primarily in medically inoperable patients, are demonstrating encouraging effectiveness and safety outcomes in some cases approaching historical results with surgery. Given the very poor prognosis of the medically inoperable patient population, these alternatives to surgery, particularly SABR, are starting to be considered appropriate first-line therapy in properly selected patients, and prospective cooperative group trials to evaluate and optimize RFA and SABR in specific patient subsets are being conducted. For operable patients, prospective multi-center and cooperative groups trials of SABR are ongoing or completed, and international randomized trials of SABR vs. surgery have been initiated. Thus, promising alternatives to surgery for early stage NSCLC are ready for prime time evaluation in the setting of clinical trials, and participation in ongoing trials for both operable and medically inoperable patients is strongly encouraged. © 2010 Springer Science+Business Media, LLC.",English,0
Journal Article,E. Dayan; J. Song; E. Kim; R. S. Patel; S. F. Nowakowski; R. A. Lookstein; A. M. Fischman,2014,Risk factors for major complications during percutaneous microwave ablation of hepatic tumors,http://dx.doi.org/10.1016/j.jvir.2013.12.485,"Purpose: To identify risk factors for development of major complications using percutaneous microwave ablation (MWA) in the treatment of liver tumors. Materials and Methods: Over a 28 month period, 147 patients with unresectable liver tumors (39 women, 108 men; mean age 67) underwent 164 percutaneous CT guided MWA procedures using the Certus 140 2.45GHz gas cooled probe (Neuwave Medical, Madison, WI). A retrospective analysis was performed to review tumor characteristics as well as technical and clinical outcomes. Follow-up consisted of a clinic visit and CT or MRI at 1 month and every 3-4 months thereafter. Chisquare analysis and two sample t-test were performed to identify whether any tumor or patient related variables were associated with development of major complications. Results: A total of 164 tumors were treated (median size 1.8 cm; 0.6-8.2). Tumor size included: < 3cm - 142/164 (87%), 3- 5cm -20/164 (12%), >5cm - 2/164 (1%). Tumor pathology included: 148/164 (90%) hepatocellular carcinoma and 16/164 (10%) liver metastases. Mortality was 0% at 30 and 90 days. Median length of hospital stay was 1 day (range 0-17 days). The most common major complication was pneumothorax requiring chest tube in 7/147 (5%) patients.The second most common major complication was post procedure pulmonary edema requiring intubation in 3/147 (2%) patients. Tumor size, Child- Pugh score, number of ablation sessions, prior hepatic resection and transarterial chemoembolization were not associated with a higher rate of major complications (p>0.05). However, a trend is noted of patients who developed one major complication were more likely to develop additional major complications. Conclusion: Percutaneous MWA is a safe method to treat unresectable liver tumors with a low rate of major complications for the treatment of liver tumors. No risk factors were identified that predisposed patients to development of major complications. A larger sample size and/or prospective design would help to further evaluate for any risk factors associated with development of major complications.",English,0
Journal Article,T. De Baere,2011,"New techniques of tumor ablation (microwaves, electroporation). [French]",http://dx.doi.org/10.1016/j.jradio.2011.07.009,"Since the introduction of radiofrequency tumor ablation of liver tumors in the late 1990s, local destructive therapies have been applied to lung, renal and bone lesions. In addition, new techniques have been introduced to compensate for the limitations of radiofrequency ablation, namely the reduced rate of complete ablation for tumors larger than 3cm and tumors near vessels larger than 3mm. Microwave ablation is currently evolving rapidly. While it is a technique based on thermal ablation similar to radiofrequency ablation, there are significant differences between both techniques. Electroporation, of interest because of the non-thermal nature of the ablation process, also is under evaluation. © 2011 Elsevier Masson SAS and Editions francaises de radiologie. All rights reserved.",French,0
Journal Article,T. De Baere,2011,Role of radio-frequency ablation,http://dx.doi.org/10.1016/S0959-8049%2811%2970617-7,"Today RFA is used primary lung neoplasms are close to those for surgical resection, in a curative intent in non-surgical or boarderline surgical candidates with T1A or T1B tumours. Inoperability is due to poor either respiratory function in relation do COBP in primary tumours, and iterative surgery or general comorbidities. Pre-ablation imaging work-up must be equivalent to a pre-surgical one, namely with PET-CT. Because, size is strong redictive factor of success, the largest diameter f the tumour should be ideally smaller than 3 cm, and in any manner larger than 5 cm. A review of 17 of the most recent publication demonstrated a median reported rate of complete ablation of 90%, even if high variability exists between publications with a range from 38% to 97% [1]. Most studies report a statistically significant lower success rate of ablation with tumours larger than 2 to 3 cm in diameter [2 - 5]. Oversizing ablation relative to the tumour improve complete ablation rate up to 96% at 18 months ablation when the ratio between the area of post-RFA ground glass opacity and the tumour area before treatment was at least 4 [2]. Ground glass opacity margins have been reported absent in 85% of post RFA CT of incompletely ablated tumours [6] Contact with a large vessel (>3 mm) has been reported by Hiraki et al and Gillams et al as a negative predictive factor of complete tumour ablation in lung [3,7]. A series of 75 primary NSCLC (75% stage IA and 25% stage IB) patients demonstrated a median survival of 29 months (IC95%: 20 - 30 months) with a 1, 2, 3, 4, and 5 years overall survival of 78%, 57%, 36%, 27%, and 27% [8]. Median survival for stage IA was 30 months and 25 months for stage IB. Better survival was reported for tumours 3 cm or smaller with a survival rate close to 50% at 5 years [8]. Grieco, et al., combined radiation therapy and RFA in 41 patients with NSCLC (Stage IA: 21; Stage IB: 17, Stage IIB: 3). The 27 patients with the largest tumours received external beam radiation (66 Gy) and the 14 patients with tumours less than 3 cm received brachytherapy through the puncture tract used for RFA. Combination treatment seems to improve results in NSCLC with 57% survival at 3 years. The median survival was 34.6+/-7 months for tumours larger than 3 cm and 44.4+/-5.4 months for tumours 3 cm or smaller (p = 0.08) [9]. Difference between overall survival [70% (95% CI 51 - 83%) at 1 year and 48% (30 - 65%)] at 2 years and Cancer-specific survival [92% (78 - 98%) at 1 year and 73% (54 - 86%) at 2 years] in patients with NSCLC highlight the comorbidities in the NSCLC patients treated with RFA [10]. The possibility to ablate larger volume gives hope for better rate of complete ablation for larger tumour even if datas about outcomes of MWA of pulmonary malignancies remain relatively scarce. Early reports are promising with the largest available clinical study includes 50 patients, including 30 with a non small cell lung cancer (NSCLC) treated with MWA during 66 ablation sessions for tumours 5 cm or smaller with a mean size of 3.5 cm+/-1.6 [11]. Tumour smaller than 2 cm were treated with a single antenna (53%), two antennae were used in 5%, 3 antennae in 27%, four antennae in 9%, and multi-probe loop antenna in 6%. 26% of patients had recurrent disease at the ablation site. This recurrent disease was most commonly found inn tumour large than 3 cm (p = 0.01). It is noteworthy that after MWA, on follow-up imaging cavitary changes were found in 43% of ablation and 6% results in documented infectious complications including one abscess and one pneumonia [11].",English,0
Journal Article,T. de Baere,2011,"[New techniques of tumor ablation (microwaves, electroporation)]",10.1016/j.jradio.2011.07.009,"Since the introduction of radiofrequency tumor ablation of liver tumors in the late 1990s, local destructive therapies have been applied to lung, renal and bone lesions. In addition, new techniques have been introduced to compensate for the limitations of radiofrequency ablation, namely the reduced rate of complete ablation for tumors larger than 3 cm and tumors near vessels larger than 3 mm. Microwave ablation is currently evolving rapidly. While it is a technique based on thermal ablation similar to radiofrequency ablation, there are significant differences between both techniques. Electroporation, of interest because of the non-thermal nature of the ablation process, also is under evaluation.",fre,0
Journal Article,T. De Baere,2012,Results and complications,http://dx.doi.org/10.1007/s00270-012-0437-6,"Learning Objectives 1. To present the results of RFA for primary and secondary lung cancer 2. To give an update on the complementary role of RFA with other treatments 3. To present the complications of RFA for lung cancer RFA provides 80 to 90% complete ablation at 2 years for tumors of less than 2 cm in most reports. The rate of complete ablation decreases when size of the tumor increases to be around 60% for tumors measuring 4 cm. For primary NSCLCC, the treatment is applied in non surgical candidates and the overall survival reported after RFA is in between 36 and 58%. The 3-year overall survival is reported to be better for small-size tumor (stage 1A) than for Stage IB or II NSCLC. Comorbidities and patient selection have high impact on survival. For lung metastases, there is growing evidence of survival after RFA, close to what was reported in large surgical series even if no comparative data exist. Age, disease-free interval, tumor size and tumor numbers which have been reported as predictive of survival after surgical metastasectomy are as well independent predictors of survival after RFA of lung metastases. The ideal candidate has less than 3 tumors of less than 3 cm. One of the beauties of RFA is that it can be easily repeated in case of occurrence of new metastases which is difficult with surgery due to the aggressiveness of the procedure. The same applies to stereotaxic radiation therapy where multiple irradiation results in toxicity to lung parenchyma, skin or mediastinum. The role of RFA is debated and its role in conjunction with chemotherapy and targeted therapy has to be evaluated. Follow-up with CT led to some delayed discovery of incomplete treatment, 4 to 12 months (mean+/-SD = 7.66 +/-2.77) after RFA. PET-CT appears promising to provide early evaluation of treatment response, but timing of PET after ablation is a key factor because G6PD uptake is highly increased 1 to 3 weeks after ablation with an SUV ratio of 5 and higher between RF ablation zone to muscle. Side effects and complications of RFA remain minor and allows treating patients with poor pulmonary function and comorbidities. Minor changes are found in patients with larger tumors or emphysema. After RFA there is no or very minor changes in post-ablation respiratory test and consequently major benefit of lung RFA to treatment of NSCLC is that it allows curative treatment in non-surgical early NSCLC. Moreover, this excellent tolerance allows safe treatment of single lung patients. New ablation techniques are under evaluation to overcome major limitation of RFA, namely heat sink effect close to large vessels or steep decrease in efficacy for tumor larger than 3 to 4 cm. These techniques include microwave ablation that allows to destroy larger tumor, cryotherapy that is less painful and allow treatment of tumor close to the pleura under conscious sedation, and IRE that due to non thermal destruction has specific features such as no heat sink effect, preservation of the vascular and tracheo-bronchial tree and nerve. The exact role of each of these ablation techniques has to be further evaluated in the spectrum of local treatment of lung tumors. No comparative data exist with other local therapy, namely stereotaxic body radiation, and such studies are needed to have evidence-based medicine supporting the use of lung RFA in primary and metastatic disease.",English,0
Journal Article,T. De Baere,2013,Thermal ablation: Research or mainstream therapy?,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed11&AN=71323222","Since the first report on RFA in lung cancer in 2000, RFA has been demonstrated to provide 80%-90% complete ablation for tumors less than 2 cm, with decrease in efficacy for larger tumors. Today, RFA is a valid option for primary NSCLCC in nonsurgical candidates, with overall survival reported of 36%-58% at 3 years. For lung metastases, there is growing evidence of survival after RFA similar to that reported in large surgical series even if no comparative data exists. Age, disease free interval, tumor size, and tumor numbers, which have been reported as predictors of survival after surgical metastasectomy are independent predictors of survival after RFA of lung metastases. The ideal candidate should have less than 3 tumors that are less than 3 cm. One advantage of RFA is that it can be easily repeated in case of occurrence of new metastases, which is difficult with surgery because of the aggressive nature of the procedure. The same applies to stereotaxic radiation therapy where multiple irradiation results in toxicity to lung parenchyma, skin, or mediastinum. Consequently, today, RFA is part of routine practice armamentarium against lung cancers. However, many fields need to be investigated to improve efficacy and to better determine the role of RFA relative to other therapies. Investigation will be needed for the following: - To determine the role of various ablation technologies such as microwaves, cryotherapy, and irreversible electroporation in comparison with RFA, which is the most reported technique. - To evaluate the need and benefit of combining local ablation and systemic therapy. - To compare RFA with other local therapy, namely stereotactic body radiation therapy that has indications very close to percutaneous thermal ablation. These comparisons will help to determine the best treatment option in a given situation. Future trends in cancer treatment will favor minimally aggressive treatments and percutaneous ablation as well as any percutaneous thermal ablation. Such studies are required to use evidence-based medicine supporting the use of RFA in lungs in primary and metastatic diseases and to define the best target population for each therapy.",English,0
Journal Article,T. De Baere; F. Deschamps,2014,"New tumor ablation techniques for cancer treatment (microwave, electroporation)",http://dx.doi.org/10.1016/j.diii.2014.04.001,"Since the introduction of radiofrequency ablation (RFA) for the treatment of liver tumors at the end of the 1990s, indications for local ablation techniques have been extended to other organs, in particular, the lungs, kidneys and bones. These techniques have also been improved, in particular to try and overcome the limitations of radiofrequency techniques, especially the significant decrease in complete ablation rates for tumors larger than 3 cm and tumors that are contiguous to vessels larger than 3 mm. Microwave ablation is a rapidly developing thermal ablation technique similar to RFA but with numerous differences. Electroporation, a non-thermal ablation technique with other possibilities, is in earlier stages of clinical development. © 2014 Editions francaises de radiologie. Published by Elsevier Masson SAS. All rights reserved.",English,0
Journal Article,T. De Baere; F. Deschamps; L. Tselikas; M. Ducreux; D. Planchard; E. Pearson; A. Berdelou; S. Leboulleux; D. Elias; E. Baudin,2015,GEP-NETs update: Interventional radiology: Role in the treatment of liver metastases from GEP-NETs,http://dx.doi.org/10.1530/EJE-14-0630,"Neuroendocrine tumors from gastro-pancreatic origin (GEP-NET) can be responsible for liver metastases. Such metastases can be the dominant part of the disease aswell due to the tumor burden itself or the symptoms related to such liver metastases. Intra-arterial therapies are commonly used in liver only or liver-dominant disease and encompass trans-arterial chemoembolization (TACE), trans-arterial embolization (TAE), and radioembolization (RE). TACE performed with drug emulsified in Lipiodol has been used for the past 20 years with reported overall survival in the range of 3-4 years, with objective response up to 75%. Response to TACE is higher when treatment is used as a first-line therapy and degree of liver involvement is lower. Benefit of TACE over TAE is unproven in randomized study, but reported in retrospective studies namely in pancreatic NETs. RE provides early interesting results that need to be further evaluated in terms of benefit and toxicity. Radiofrequency ablation allows control of small size and numbered liver metastases, with low invasiveness. Ideal metastases to target are one metastasis <5 cm, or three metastases <3 cm, or a sum of diameter of all metastases below 8 cm. Ablation therapies can be applied in the lung or in the bones when needed, and more invasive surgery should be probably saved for large-sizemetastases. Even if the indication of image-guided therapy in the treatment of GEP-NET liver metastases needs to be refined, such therapies allow for manageable invasive set of treatments able to address oligometastatic patients in liver, lung, and bones. These treatments applied locally will save the benefit and the toxicity of systemic therapy for more advanced stage of the disease.",English,0
Journal Article,T. de Baere; G. Farouil; F. Deschamps,2013,Lung cancer ablation: what is the evidence?,10.1055/s-0033-1342956,"Percutaneous ablation of small non-small cell lung cancer (NSCLC) has been demonstrated to be both feasible and safe in nonsurgical candidates. Radiofrequency ablation (RFA), the most commonly used technique for ablation, has a reported rate of complete ablation of ~90%, with best results obtained in tumors <2 to 3 cm in diameter. The best reported 1-, 3-, and 5-year overall survival rates after RFA of NSCLC are 97.7%, 72.9%, and 55.7%, respectively. It is noteworthy that in most studies, cancer-specific survival is greater than overall survival due to severe comorbidities in patients treated with RFA for NSCLC. Aside from tumor size and tumor stage, these comorbidities are predictive of survival. Other ablation techniques such as microwave and irreversible electroporation may in the future prove to overcome some of the limitations of RFA, namely for large tumors or tumors close to large vessels. Stereotactic body radiation therapy has also been demonstrated to be highly efficacious in treating small lung tumors and will need to be compared with percutaneous ablation. This article reviews the current evidence regarding RFA for lung cancer.",eng,0
Journal Article,T. J. De Baere,2010,Image guided therapy of metastases from colorectal cancer,http://dx.doi.org/10.1093/annonc/mdq509,"High quality medical imaging available today allows the guided delivery of anticancer therapy for local treatment, including intra-arterial chemotherapy and percutaneous thermal ablation techniques such as radiofrequency ablation (RFA). RFA of colorectal lung metastases provides complete destruction in 93% [IC95% = 86-97] of tumors at 18 months. Overall survival and lung disease-free survival at 18 months were 71% and 34 % respectively. Tumor size remains a predictive factor of success, with the best results obtained in tumors less than 3 cm. In our experience, the rate of incomplete local treatment at 18 months was 5% for tumors measuring 2 cm or less, and 13% for tumors larger than 2 cm. The same applies to liver metastases treated with RFA, with over 90% complete ablation of small tumors away from large vessels. Survival of patients treated with RFA is usually lower than reported in surgical series in the literature. The most likely reason for this disparity is the nature of RFA patients, who tend to have more advanced disease and are therefore non-surgical candidates referred for RFA treatment. Nevertheless RFA has been demonstrated to be superior to stand-alone chemotherapy [in these patients (?)], and RFA must be proposed when possible in non-surgical candidates. Ruers, et al., demonstrated that there is an improvement in disease-free overall survival in the RFA group of a randomized controlled study comparing chemotherapy alone versus RFA+chemotherapy. New promising ablation modalities including thermal (MWA) and non-thermal (IRE) ablation are under investigation. Intra-arterial chemotherapy has become more viable due to 97% feasibility of percutaneous insertion of catheter and ports used for IAHC, thus avoiding surgery for implantation. In our experience, a 90% overall response rate has been obtained with first line treatment combining IAH Oxaliplatin plus IV 5FU and cetuximab in KRAS wild patient. Conversion to surgery was possible in 48% of initially unresectable liver metastatic in patients with advanced disease (4 metastases or more in 86% bilobar disease in 91%).",English,0
