Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,Anonymous,2016.0,Vertebral Augmentation Involving Vertebroplasty or Kyphoplasty for Cancer-Related Vertebral Compression Fractures: A Systematic Review,", ","BACKGROUND: Cancers that metastasize to the spine and primary cancers such as multiple myeloma can result in vertebral compression fractures or instability. Conservative strategies, including bed rest, bracing, and analgesic use, can be ineffective, resulting in continued pain and progressive functional disability limiting mobility and self-care. Surgery is not usually an option for cancer patients in advanced disease states because of their poor medical health or functional status and limited life expectancy. The objectives of this review were to evaluate the effectiveness and safety of percutaneous image-guided vertebral augmentation techniques, vertebroplasty and kyphoplasty, for palliation of cancer-related vertebral compression fractures. METHODS: We performed a systematic literature search for studies on vertebral augmentation of cancer-related vertebral compression fractures published from January 1, 2000, to October 2014; abstracts were screened by a single reviewer. For those studies meeting the eligibility criteria, full-text articles were obtained. Owing to the heterogeneity of the clinical reports, we performed a narrative synthesis based on an analytical framework constructed for the type of cancer-related vertebral fractures and the diversity of the vertebral augmentation interventions. RESULTS: The evidence review identified 3,391 citations, of which 111 clinical reports (4,235 patients) evaluated the effectiveness of vertebroplasty (78 reports, 2,545 patients) or kyphoplasty (33 reports, 1,690 patients) for patients with mixed primary spinal metastatic cancers, multiple myeloma, or hemangiomas. Overall the mean pain intensity scores often reported within 48 hours of vertebral augmentation (kyphoplasty or vertebroplasty), were significantly reduced. Analgesic use, although variably reported, usually involved parallel decreases, particularly in opioids, and mean pain-related disability scores were also significantly improved. In a randomized controlled trial comparing kyphoplasty with usual care, improvements in pain scores, pain-related disability, and health-related quality of life were significantly better in the kyphoplasty group than in the usual care group. Bone cement leakage, mostly asymptomatic, was commonly reported after vertebroplasty and kyphoplasty. Major adverse events, however, were uncommon. CONCLUSIONS: Both vertebroplasty and kyphoplasty significantly and rapidly reduced pain intensity in cancer patients with vertebral compression fractures. The procedures also significantly decreased the need for opioid pain medication, and functional disabilities related to back and neck pain. Pain palliative improvements and low complication rates were consistent across the various cancer populations and vertebral fractures that were investigated.",eng,0.0
Journal Article,Anonymous,2016.0,Vertebral Augmentation Involving Vertebroplasty or Kyphoplasty for Cancer-Related Vertebral Compression Fractures: An Economic Analysis,", ","BACKGROUND: Untreated vertebral compression fractures can have serious clinical consequences and impose a considerable impact on patients' quality of life and on caregivers. Since non-surgical management of these fractures has limited effectiveness, vertebral augmentation procedures are gaining acceptance in clinical practice for pain control and fracture stabilization. The objective of this analysis was to determine the cost-effectiveness and budgetary impact of kyphoplasty or vertebroplasty compared with non-surgical management for the treatment of vertebral compression fractures in patients with cancer. METHODS: We performed a systematic review of health economic studies to identify relevant studies that compare the cost-effectiveness of kyphoplasty or vertebroplasty with non-surgical management for the treatment of vertebral compression fractures in adults with cancer. We also performed a primary cost-effectiveness analysis to assess the clinical benefits and costs of kyphoplasty or vertebroplasty compared with non-surgical management in the same population. We developed a Markov model to forecast benefits and harms of treatments, and corresponding quality-adjusted life years and costs. Clinical data and utility data were derived from published sources, while costing data were derived using Ontario administrative sources. We performed sensitivity analyses to examine the robustness of the results. In addition, a 1-year budget impact analysis was performed using data from Ontario administrative sources. Two scenarios were explored: (a) an increase in the total number of vertebral augmentation procedures performed among patients with cancer in Ontario, maintaining the current proportion of kyphoplasty versus vertebroplasty; and (b) no increase in the total number of vertebral augmentation procedures performed among patients with cancer in Ontario but an increase in the proportion of kyphoplasties versus vertebroplasties. RESULTS: The base case considered each of kyphoplasty and vertebroplasty versus non-surgical management. Kyphoplasty and vertebroplasty were associated with an incremental cost-effectiveness ratio of $33,471 and $17,870, respectively, per quality-adjusted life-year gained. The budgetary impact of funding vertebral augmentation procedures for the treatment of vertebral compression fractures in adults with cancer in Ontario was estimated at about $2.5 million in fiscal year 2014/15. More widespread use of vertebral augmentation procedures raised total expenditures under a number of scenarios, with costs increasing by $67,302 to $913,386. CONCLUSIONS: Our findings suggest that the use of kyphoplasty or vertebroplasty in the management of vertebral compression fractures in patients with cancer may be a cost-effective strategy at commonly accepted willingness-to-pay thresholds. Nonetheless, more widespread use of kyphoplasty (and vertebroplasty to a lesser extent) would likely be associated with net increases in health care costs.",eng,0.0
Journal Article,N. Abbad; L. Lemeunier; A. Cotten; P. Chastanet; B. Cortet,2016.0,[Efficacy and tolerance of vertebroplasty and kyphoplasty for vertebral osteoporotic fractures at Lille University Hospital],10.1016/j.lpm.2016.01.031,,fre,0.0
Journal Article,H. Abdelrahman; A. E. Siam; A. Shawky; A. Ezzati; H. Boehm,2013.0,Infection after vertebroplasty or kyphoplasty. A series of nine cases and review of literature,https://dx.doi.org/10.1016/j.spinee.2013.05.053,"BACKGROUND CONTEXT: Percutaneous augmentation with bone cement is a widely accepted modality of treatment for thoracic and lumbar vertebral osteoporotic fractures. Infection after vertebroplasty or kyphoplasty is a serious, yet, rarely reported complication.
PURPOSE: To present a case series with a long-term follow-up of spinal infection after vertebroplasty/kyphoplasty with analysis of preoperative condition, risk factors, diagnostic findings, time before reoperation, causative organism, treatment, and outcome.
STUDY DESIGN: A retrospective, uncontrolled clinical case series in a single institution.
PATIENT SAMPLE: Between January 1997 and June 2012, 1,307 patients underwent percutaneous vertebroplasty or kyphoplasty. Six cases had postoperative infection (0.46%) and three additional cases were referred from other institutions for salvage treatment.
OUTCOME MEASURES: Perioperative assessment included visual analog scale, clinical, laboratory, and imaging findings, and activities of daily living at the end of the follow-up.
METHODS: Nine patients were included: six females and three males (mean age 73.8 years). Comorbidities were found in all patients. Kyphoplasty had been done in five patients and vertebroplasty in four.
RESULTS: The interval between augmentation and revision surgery ranged from 10 to 395 days with a mean of 118.4 days. Three cases with early infection presented within 1 month. Infection parameters were high in all patients at readmission. All patients were treated surgically except one case who died before the planned revision surgery. In all cases, debridement and corpectomy were done through anterior approaches combined with posterior instrumentation. The most common causative organism was Staphylococcus aureus in three cases. Mean follow-up period after the revision surgery was 26.68 months, excluding two patients who died early in the follow-up (within 4 months). This amounts to a mortality rate of 33.3% perioperatively. At the end of follow-up, two patients had unrestricted activities and one patient required a walker. Of three paraparetic patients, two improved functionally and could walk unassisted and one improved but still used a wheelchair.
CONCLUSIONS: Although vertebroplasty and kyphoplasty are minimally invasive interventions, postoperative infection can develop into life-threatening complications. This should be accounted for, in decision making in the elderly age group most commonly affected by osteoporotic fractures and especially in suspicious and high-risk immune-compromised patients.
Copyright © 2013 Elsevier Inc. All rights reserved.",English,0.0
Journal Article,Y. Abdul-Jalil; J. Bartels; O. Alberti; R. Becker,2007.0,Delayed presentation of pulmonary polymethylmethacrylate emboli after percutaneous vertebroplasty,10.1097/BRS.0b013e31814b84ba,"STUDY DESIGN: Literature review concerning pulmonary embolism of polymethylmethacrylate (PMMA) material following percutaneous vertebroplasty and a report on 2 new cases. OBJECTIVE: To inform clinicians about delayed clinical manifestation of pulmonary embolism of polymethylmethacrylate material after percutaneous vertebroplasty, pathophysiology, precautions, and therapeutic management of this complication. SUMMARY OF BACKGROUND DATA: Percutaneous vertebroplasty is a minimal invasive intervention used to treat vertebral fractures, which yields good therapeutic results and rarely produces complications. Nevertheless, serious complications may occur. Pulmonary PMMA embolism, which has been recently reported in some cases, is one of these. METHODS AND RESULTS: We report on 2 cases of pulmonary embolism of PMMA material after percutaneous vertebroplasty. In the case of a 45-year-old female patient, symptoms of pulmonary embolism arose with a delay of 3 days following percutaneous vertebroplasty. A therapy with low-molecular-weight heparin, Enoxaparin, enabled recovery from pulmonary failure. The second case occurred without detection of any cement leakage into the paravertebral venous system, neither intraoperatively nor perioperatively. The existence of PMMA in pulmonary vessels was detected 1 year later and remained asymptomatic. CONCLUSION: These 2 cases allow us to conclude that the risk of pulmonary embolism of PMMA might be underestimated. We propose routine chest radiograph following every vertebroplasty, in order to detect pulmonary PMMA embolism and thereby prevent serious delayed cardiopulmonary failures.",eng,1.0
Journal Article,F. H. Abduljabbar; A. Al-Jurayyan; S. Alqahtani; Z. M. Sardar; R. S. Saluja; J. Ouellet; M. Weber; T. Steffen; L. Beckman; P. Jarzem,2015.0,Does Balloon Kyphoplasty Deliver More Cement Safely into Osteoporotic Vertebrae with Compression Fractures Compared with Vertebroplasty? A Study in Vertebral Analogues,10.1055/s-0035-1546818,"Study Design A biomechanical and radiographic study using vertebral analogues. Objectives Kyphoplasty and vertebroplasty are widely used techniques to alleviate pain in fractures secondary to osteoporosis. However, cement leakage toward vital structures like the spinal cord can be a major source of morbidity and even mortality. We define safe cement injection as the volume of the cement injected into a vertebra before the cement leakage occurs. Our objective is to compare the amount of cement that can be safely injected into an osteoporotic vertebra with simulated compression fracture using either vertebroplasty or balloon kyphoplasty techniques. Methods Forty artificial vertebral analogues made of polyurethane with osteoporotic cancellous matrix representing the L3 vertebrae were used for this study and were divided into four groups of 10 vertebrae each. The four groups tested were: low-viscosity cement injected using vertebroplasty, high-viscosity cement injected using vertebroplasty, low-viscosity cement injected using balloon kyphoplasty, and high-viscosity cement injected using balloon kyphoplasty. The procedures were performed under fluoroscopic guidance. The injection was stopped when the cement started protruding from the created vascular channel in the osteoporotic vertebral fracture model. The main outcome measured was the volume of the cement injected safely into a vertebra before leakage through the posterior vascular channel. Results The highest volume of the cement injected was in the vertebroplasty group using high-viscosity cement, which was almost twice the injected volume in the other three groups. One-way analysis of variance comparing the four groups showed a statistically significant difference (p < 0.005). Conclusions High-viscosity cement injected using vertebroplasty delivers more cement volume before cement leakage and fills the vertebral body more uniformly when compared with balloon kyphoplasty in osteoporotic vertebrae with compression fractures.",eng,0.0
Journal Article,Y. Abe; S. Sato; K. Kato; T. Hyakumachi; Y. Yanagibashi; M. Ito; K. Abumi,2013.0,A novel 3D guidance system using augmented reality for percutaneous vertebroplasty: technical note,10.3171/2013.7.spine12917,"Augmented reality (AR) is an imaging technology by which virtual objects are overlaid onto images of real objects captured in real time by a tracking camera. This study aimed to introduce a novel AR guidance system called virtual protractor with augmented reality (VIPAR) to visualize a needle trajectory in 3D space during percutaneous vertebroplasty (PVP). The AR system used for this study comprised a head-mount display (HMD) with a tracking camera and a marker sheet. An augmented scene was created by overlaying the preoperatively generated needle trajectory path onto a marker detected on the patient using AR software, thereby providing the surgeon with augmented views in real time through the HMD. The accuracy of the system was evaluated by using a computer-generated simulation model in a spine phantom and also evaluated clinically in 5 patients. In the 40 spine phantom trials, the error of the insertion angle (EIA), defined as the difference between the attempted angle and the insertion angle, was evaluated using 3D CT scanning. Computed tomography analysis of the 40 spine phantom trials showed that the EIA in the axial plane significantly improved when VIPAR was used compared with when it was not used (0.96 degrees +/- 0.61 degrees vs 4.34 degrees +/- 2.36 degrees , respectively). The same held true for EIA in the sagittal plane (0.61 degrees +/- 0.70 degrees vs 2.55 degrees +/- 1.93 degrees , respectively). In the clinical evaluation of the AR system, 5 patients with osteoporotic vertebral fractures underwent VIPAR-guided PVP from October 2011 to May 2012. The postoperative EIA was evaluated using CT. The clinical results of the 5 patients showed that the EIA in all 10 needle insertions was 2.09 degrees +/- 1.3 degrees in the axial plane and 1.98 degrees +/- 1.8 degrees in the sagittal plane. There was no pedicle breach or leakage of polymethylmethacrylate. VIPAR was successfully used to assist in needle insertion during PVP by providing the surgeon with an ideal insertion point and needle trajectory through the HMD. The findings indicate that AR guidance technology can become a useful assistive device during spine surgeries requiring percutaneous procedures.",eng,0.0
Journal Article,"F. L. Acosta, Jr.; H. E. Aryan; W. R. Taylor; C. P. Ames",2005.0,Kyphoplasty-augmented short-segment pedicle screw fixation of traumatic lumbar burst fractures: initial clinical experience and literature review,", ","OBJECT: Surgical intervention for thoracolumbar burst fractures is indicated for patients with neurological deficits and/or evidence of severe spinal instability. The goals of surgery are decompression, deformity correction, and stabilization. Nevertheless, the optimal surgical strategy to achieve these goals remains a subject of debate. Short-segment pedicle screw fixation is associated with a 20 to 50% incidence of pedicle screw failure and progressive spinal deformity. Initial biomechanical and clinical studies have shown that reinforcement of short-segment pedicle screw fixation with vertebroplasty improves spinal stability and decreases instrument failure rates. In this study, the authors describe their initial clinical experience with kyphoplasty used to augment short-segment pedicle screw fixation of traumatic lumbar burst fractures. METHODS: Five patients with traumatic burst fractures of the lumbar spine were included in this retrospective review of patients treated for this disorder at the University of California, San Diego and the University of California, San Francisco between 2002 and 2004. All patients underwent transpedicular kyphoplasty and short-segment pedicle screw fixation. The mean follow-up period was 10.6 months (range 6-18 months). All patients underwent short-segment pedicle screw fixation reinforced with polymethyl methacrylate kyphoplasty. The preoperative, postoperative, and follow-up plain x-ray films were evaluated. Radiographic analysis included measurements of kyphotic angulation, anterior vertebral body height, and evidence of bone fusion. Clinical evaluation was performed postoperatively and at follow-up review. CONCLUSIONS: Based on the authors' initial experience, kyphoplasty supplementation may improve the long-term integrity of short-segment pedicle screw constructs and allow for improved rates of fusion and better clinical outcomes in patients with traumatic lumbar burst fractures.",eng,0.0
Journal Article,"F. L. Acosta, Jr.; C. F. Dowd; C. Chin; T. Tihan; C. P. Ames; P. R. Weinstein",2006.0,Current treatment strategies and outcomes in the management of symptomatic vertebral hemangiomas,10.1227/01.neu.0000194846.55984.c8,"OBJECTIVE: We analyzed the outcome of patients with symptomatic vertebral hemangiomas treated at University of California, San Francisco, over a 20 year period. Treatment included transarterial embolization, embolization followed by surgical decompression or vertebral reconstruction with arthrodesis, and percutaneous vertebroplasty alone. METHODS: All medical, surgical, and radiological records were reviewed retrospectively. All patients underwent follow-up neurological examination and evaluation of back pain. RESULTS: Sixteen patients diagnosed with symptomatic vertebral hemangiomas causing pain or neurological deficit were treated at University of California, San Francisco, between 1984 and 2004. Mean follow-up was 81 months. Seven of nine patients undergoing surgical decompression and tumor resection reported pain relief and demonstrated improvement in neurological deficit when present. Two patients had recurrent myelopathy: one was successfully treated with a second decompressive surgery, whereas the second underwent a staged vertebrectomy. All three patients undergoing vertebrectomy had cord compression from extraosseous tumor growth. Preoperative embolization reduced expected intraoperative blood loss in four patients. Three of four patients who underwent transarterial embolization alone experienced resolution of back pain. Two of four patients treated with vertebroplasty had long-term pain relief. CONCLUSION: Transarterial embolization followed by laminectomy is a safe and effective procedure for the treatment of cord compression by vertebral hemangioma causing stenosis without instability or deformity. Vertebrectomy preceded by embolization and followed by reconstruction can be used to treat cord compression from extraosseous tumor extension. Transarterial embolization without decompression is an effective treatment for painful intraosseous hemangiomas. Vertebroplasty is useful for improving pain symptoms, especially when vertebral body compression fracture has occurred in patients without neurological deficit, but is less effective in providing long-term pain relief.",eng,1.0
Journal Article,"F. L. Acosta, Jr.; N. Sanai; J. H. Chi; C. F. Dowd; C. Chin; T. Tihan; D. Chou; P. R. Weinstein; C. P. Ames",2008.0,Comprehensive management of symptomatic and aggressive vertebral hemangiomas,10.1016/j.nec.2007.09.010,"Conservative surgical strategies are appropriate for most symptomatic hemangiomas causing cord compression without instability or deformity. Even so, complete intralesional spondylectomy following embolization of aggressive vertebral hemangiomas with circumferential vertebral involvement can be safely accomplished. Such a spondylectomy can also prevent recurrence of hemangiomas. Transarterial embolization without decompression is an effective treatment for painful intraosseous hemangiomas. Vertebroplasty is useful for improving pain symptoms, especially when vertebral body compression fracture has occurred in patients without neurological deficit, but is less effective in providing long-term pain relief.",eng,1.0
Journal Article,M. A. Adams; P. Dolan,2011.0,Biomechanics of vertebral compression fractures and clinical application,10.1007/s00402-011-1355-9,"Local biomechanical factors in the etiology of vertebral compression fractures are reviewed. The vertebral body is particularly vulnerable to compression fracture when its bone mineral density (BMD) falls with age. However, the risk of fracture, and the type of fracture produced, does not depend simply on BMD. Equally important is the state of degeneration of the adjacent intervertebral discs, which largely determines how compressive forces are distributed over the vertebral body. Disc height also influences load-sharing between the vertebral body and neural arch, and hence by Wolff's Law can influence regional variations in trabecular density within the vertebral body. Vertebral deformity is not entirely attributable to trauma: it can result from the gradual accumulation of fatigue damage, and can progress by a quasi-continuous process of creep"". Cement injection techniques such as vertebroplasty and kyphoplasty are valuable in the treatment of these fractures. Both techniques can stiffen a fractured vertebral body, and kyphoplasty may contribute towards restoring its height. The presence of cement can limit endplate deformation, and thereby partially reverse the adverse changes in load-sharing which follow vertebral fracture. Cement also reduces time-dependent ""creep"" deformation of damaged vertebrae.""",eng,0.0
Journal Article,D. Adler; S. K. Tschoeke; N. von der Hoeh; J. Gulow; G. von Salis-Soglio; C. E. Heyde,2014.0,Non-union of osteoporotic vertebral fractures - identification and treatment of an underestimated pathology in elderly patients with persistent back pain,", ","OBJECTIVE: Non-union of osteoporotic vertebra fractures are a seldom entity. However, when back pain persists in the course of conservatively treated osteoporotic vertebra fractures, a non-union should be considered. We thus sought to validate our diagnostic algorithm in patients with known osteoporotic vertebra fractures presenting persistent back pain and advert to the diagnosis and treatment of vertebral non-unions. PATIENTS AND METHODS: Patients admitted with preexisting osteoporotic vertebra fractures and therapy-resistant back pain were retrospectively analysed. All admitted patients were subject to standard plain radiographs in erect position and conventional CT or MR imaging of the spine, respectively. In addition, patients with suspected non-union were subject to lateral fulcrum radiographs in supine position. RESULTS: From a total of 172 admitted patients, four patients presented with non-union of a fractured osteoporotic vertebra (2%). The subsequent surgical therapy included cement-augmented rod-and-screw stabilization, with or without additional correction of deformity, and kyphoplasty (N = 3) or kyphoplasty alone (N = 1). All surgical interventions were successful in pain reduction and allowed immediate and improved postoperative mobilisation. CONCLUSIONS: Non-union of osteoporotic vertebra fractures must be considered when symptoms outlast conservative treatment. In these cases, plain lateral fulcrum radiographs are a simple and effective adjunct to the conventional diagnostic methods. Surgical stabilization then proves to be the effective treatment of choice.",eng,1.0
Journal Article,M. Aebi,2009.0,"Vertebroplasty: about sense and nonsense of uncontrolled controlled randomized prospective trials""""",10.1007/s00586-009-1164-9,,eng,0.0
Journal Article,N. Aebli; B. G. Goss; P. Thorpe; R. Williams; J. Krebs,2006.0,In vivo temperature profile of intervertebral discs and vertebral endplates during vertebroplasty: an experimental study in sheep,10.1097/01.brs.0000224193.52587.d8,"STUDY DESIGN: Experimental study of temperature profiles during vertebroplasty. OBJECTIVES: To define accurate temperature profiles during vertebroplasty in an in vivo animal model. SUMMARY OF BACKGROUND DATA: Controversy still exists whether vertebroplasty achieves its analgesic effect by stabilizing fracture fragments or due to thermal damage of sensory nerves inside the vertebral body. Furthermore, the energy release during cement polymerization may cause thermal injury to the spinal cord or intervertebral discs. METHODS: A total of 4.0 mL PMMA was injected into three lumbar vertebrae of four skeletally mature mixed-bred ewes. Nine separate K-type thermocouples were placed into 12 vertebrae and their adjacent intervertebral discs. Temperature changes were recorded continuously before, during, and after the injection. RESULTS: The highest peak temperatures were measured at the cranial endplate (mean 42.4 +/- 8.8 C) and in the center of the vertebral body (mean 43.3 +/- 6.9 C). Temperatures stayed above 40 C for approximately 2.5 minutes. Peak temperatures in the discs and at the dorsal wall (closest to spinal cord) did not exceed 41 C and 47 C and stayed above 40 C for approximately 1.5 minutes. CONCLUSIONS: The intervertebral discs and the spinal cord do not seem to be in danger of thermal damage during vertebroplasty. The measured energy does not seem to be sufficient for the palliative effect achieved by vertebroplasty.",eng,1.0
