Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,M. R. S. Siddiqui; M. S. Sajid; M. K. Baig,2009.0,Clinical effectiveness of the Transversus Abdominis Plane (TAP) block in patients undergoing abdominal surgery: A systematic review,http://dx.doi.org/10.1111/j.1463-1318.2009.01979.x,"Aim: Various modalities are available for effective post operative pain management following abdominal surgery. Recently there have been moves toward nerve blocks, located between transversus abdominis and internal oblique in the hope that it is effective for pain management with advantages of fewer side effects. The objective of this article is to meta-analyse and review the published literature available on transversus abdominal plane (TAP) blocks. Method: The electronic databases were searched and relevant articles on the use of TAP blocks as a post-operative analgesia were reviewed. Results: Patients with TAP block required less morphine compared to those without [random effects model: SMD -4.31, 95% CI (-6.82,-1.81), z = -3.37, P <0.001]. There was also a longer time interval to first request of morphine in the TAP block group [random effects model: SMD 4.80, 95% CI (2.16, 7.43), z = 3.57, P <0.001]. No statistical difference was found with respect to pain scores or nausea. There may be some reduction in sedation levels amongst those having TAP block. Conclusion: Patients with TAP block require less morphine post-operatively and appears to have a better side effect profile. The literature leans favourably towards TAP block as an appropriate mode of easing postoperative pain.",English,0
Journal Article,F. J. Singelyn; L. Lhotel; B. Fabre,,"Pain relief after arthroscopic shoulder surgery: a comparison of intraarticular analgesia, suprascapular nerve block, and interscalene brachial plexus block",", http://ovidsp.ovid.com/athens?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=cctr&AN=CN-00482020
http://graphics.tx.ovid.com.proxy.library.adelaide.edu.au/ovftpdfs/FPDDNCMCGBLBFC00/fs046/ovft/live/gv023/00000539/00000539-200408000-00051.pdf","In this prospective, randomized, blinded study, we assessed the analgesic efficacy of interscalene brachial plexus block (ISB), suprascapular nerve block (SSB), and intraarticular local anesthetic (IA) after arthroscopic acromioplasty. One-hundred-twenty patients were divided into 4 groups of 30. In Group SSB, the block was performed with 10 mL of 0.25% bupivacaine. In Group IA, 20 mL of 0.25% bupivacaine was administered intraarticularly at the end of surgery. In Group ISB, the block was performed with 20 mL of 0.25% bupivacaine. A control group was included for comparison. General anesthesia was administered to all patients. Patients were observed during the first 24 h. Pain scores, supplemental analgesia, satisfaction scores, and side effects were recorded at 4 and 24 h. No significant difference was observed between the IA and control groups. When compared with these groups, Groups SSB and ISB had significantly lower pain scores. At 4-h follow-up, better pain relief on movement was noted in Group ISB than in Group SSB. When compared with controls, a significant reduction in morphine consumption and a better satisfaction score were noted only in Group ISB. We conclude that ISB is the most efficient analgesic technique after arthroscopic acromioplasty. SSN block would be a clinically appropriate alternative.",English,0
Journal Article,D. M. McKeen; R. B. George; J. C. Boyd; V. M. Allen; A. Pink,2014.0,Transversus abdominis plane block does not improve early or late pain outcomes after Cesarean delivery: A randomized controlled trial,http://dx.doi.org/10.1007/s12630-014-0162-5,"Objectives: Cesarean delivery is a common surgical procedure with anticipated substantial postoperative pain. The addition of a transversus abdominis plane block (TAPB) to a multimodal analgesic regimen that includes intrathecal morphine may provide improved early pain outcomes and decrease the risk of chronic post-surgical pain. The purpose of this research was to assess the ability of an ultrasound-guided TAPB with low-dose ropivacaine to decrease early postoperative pain, opioid consumption, and risk of developing persistent pain when compared with a placebo block. Methods: Eighty-three women were randomly assigned to either a treatment (0.25% ropivacaine) or control group (0.9% saline) in this double-blind trial, and 74 women were included in the final analysis. Ultrasound-guided TAPBs were performed with an injection of 20 mL of study solution per side. The primary outcome measures of this study were: pain at rest and pain after movement measured with a numeric rating scale, results of the Quality of Recovery-40 (QoR-40) questionnaire, and opioid consumption at 24 hr. These were used with an a priori sample size calculation to detect a 30% reduction in pain scores, a 10% improvement in QoR-40 score, and a 50% reduction in opioid consumption. Health quality and physical functioning were assessed using the Short Form 36 (SF-36) Health Survey at 30 days and six months. Results: Assessment at 24 hr after Cesarean delivery revealed no clinically important differences between groups in postoperative pain, QoR-40, or opioid consumption. There were no clinically important differences between groups regarding measures of nausea, pruritus, vomiting, urine retention (2, 24, and 48 hr postoperatively), 24-hr QoR-40 sub-dimensions, or the SF-36 Health Survey (30 days and six months postoperatively). Conclusions: Ultrasound-guided TAPB did not improve postoperative pain, quality of recovery, or opioid consumption 24 hr following surgery. Similar health and functioning (SF-36) at 30 days and six months were reported by both groups. This trial was registered at ClinicalTrials.gov number: NCT01261637. 2014 Canadian Anesthesiologists' Society.",English,1
Journal Article,A. M. Cyna; P. Middleton,2008.0,Caudal epidural block versus other methods of postoperative pain relief for circumcision in boys,10.1002/14651858.CD003005.pub2,"BACKGROUND: Techniques to minimize the postoperative discomfort of penile surgery, such as circumcision, include caudal block; penile block; systemic opioids and topical local anaesthetic cream, emulsion or gel. OBJECTIVES: To compare the effects of caudal epidural analgesia with other forms of postoperative analgesia following circumcision in boys. SEARCH STRATEGY: We searched CENTRAL (The Cochrane Library 2008, Issue 1), MEDLINE (to April 2008) and EMBASE (to April 2008). SELECTION CRITERIA: Randomized and quasi-randomized trials of postoperative analgesia by caudal epidural block compared with non-caudal analgesia in boys, aged between 28 days and 16 years, having elective surgery for circumcision. DATA COLLECTION AND ANALYSIS: Two review authors independently carried out assessment of study eligibility, data extraction and assessment of the risk of bias in included studies. MAIN RESULTS: We included 10 trials involving 721 boys. No difference was seen between caudal and parenteral analgesia in the need for rescue or other analgesia (relative risk (RR) 0.41, 95% confidence interval (CI) 0.12 to 1.43; 4 trials, 235 boys; random-effects model) or on the incidence of nausea and vomiting (RR 0.61, 95% CI 0.36 to 1.05; 4 trials, 235 boys). No difference in the need for rescue or other analgesia was seen for caudal compared with dorsal nerve penile block (DNPB) (RR 1.25, 95% CI 0.64 to 2.44; 4 trials, 336 boys; random-effects model). No differences were seen between caudal block and DNPB in the incidence of nausea and vomiting (RR 1.88, 95% CI 0.70 to 5.04; 4 trials, 334 boys; random effects model) or individual complications except for motor block (RR 17.00, 95% CI 1.01 to 286.82; 1 trial, 100 boys) and motor or leg weakness (RR 10.67, 95% CI 1.32 to 86.09; 2 trials, 107 boys). These were significantly more common in the caudal block groups than with DNPB. No differences were seen between caudal and rectal or intravenous analgesia in the need for rescue analgesia or any other outcomes (2 trials, 162 boys). AUTHORS' CONCLUSIONS: Differences in the need for rescue or other analgesia could not be detected between caudal, parenteral and penile block methods. In day-case surgery, penile block may be preferable to caudal block in children old enough to walk due to the possibility of temporary leg weakness after caudal block. Evidence from trials is limited by small numbers and poor methodology. There is a need for properly designed trials comparing caudal epidural block with other methods such as morphine, simple analgesics and topical local anaesthetic creams, emulsions or gels.",eng,1
Journal Article,R. J. Cerfolio; A. S. Bryant; C. S. Bass; A. A. Bartolucci,2004.0,"A prospective, double-blinded, randomized trial evaluating the use of preemptive analgesia of the skin before thoracotomy",", http://ovidsp.ovid.com/athens?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=cctr&AN=CN-00724397
http://ac.els-cdn.com.proxy.library.adelaide.edu.au/S0003497503010233/1-s2.0-S0003497503010233-main.pdf?_tid=329e155a-412f-11e4-a749-00000aacb360&acdnat=1411263349_bbaa4a7fc2016bdd1bc2f095a4c7395f","BACKGROUND: Thoracic surgeons spend a lot of time treating the pain of thoracotomy. METHODS: A total of 119 consecutive patients underwent elective thoracotomy. They were prospectively randomized into two groups. One group received an injection of 1% lidocaine with epinephrine in the planned skin incision just before thoracotomy, and the other group received an equal amount of saline and epinephrine. All patients had a functioning preoperative epidural; a skin incision the width of their latissimus dorsi muscle, which was cut; sparing of the serratus anterior muscle; undercutting of the sixth rib; intercostal nerve blocks before rib spreading; a similar number of chest tubes and pulmonary resections; and comparable postoperative pain management. Pain was objectified by a numeric pain score, a visual pain score, and by the Modified McGill pain questionnaire each day in the hospital, and at 3, 6, and 12 months postoperatively. RESULTS: There were 66 patients in the lidocaine group (L group) and 53 patients in the saline group (S group). Although a trend was noted toward less pain in the L group during the first 3 postoperative days (on the numeric pain scale only) the difference was not statistically significant in overall pain in the hospital or at 3, 6, and 12 months after the operation. Other pain scores and descriptors were similar throughout. CONCLUSIONS: The injection of lidocaine and epinephrine in the skin just before thoracotomy does not decrease the amount or type of pain during the hospital stay or at 3, 6, and 12 months after surgery",,0
Journal Article,R. S. Schwartzberg; B. L. Reuss; R. Rust,2013.0,Efficacy of continuous subacromial bupivacaine infusion for pain control after arthroscopic rotator cuff repair,10.1016/j.jse.2013.03.016,"BACKGROUND AND HYPOTHESIS: Arthroscopic rotator cuff repair can be a painful outpatient procedure. The purpose of this study was to evaluate the efficacy of continuous subacromial bupivacaine infusion to relieve pain after arthroscopic rotator cuff repair. We hypothesized that patients receiving continuous subacromial bupivacaine infusions after arthroscopic rotator cuff repair will have less postoperative pain in the early postoperative period than placebo and control groups. MATERIALS AND METHODS: Eighty-eight patients undergoing arthroscopic rotator cuff repair were randomized in a blinded fashion into 1 of 3 groups. Group 1 received no postoperative subacromial infusion catheter. Group 2 received a postoperative subacromial infusion catheter filled with saline solution. Group 3 received a postoperative subacromial infusion catheter filled with 0.5% bupivacaine without epinephrine. Infusion catheters were scheduled to infuse at 4 mL/h for 50 hours. Postoperative pain levels were assessed with visual analog scale scores hourly for the first 6 postoperative hours, every 6 hours for the next 2 days, and then every 12 hours for the next 3 days. Patients recorded daily oxycodone consumption for the first 5 postoperative days. RESULTS: Immediately postoperative, the group with no catheter had significantly lower visual analog scale scores (P = .04). There were no significant differences in visual analog scale scores among the groups at any other time point. There were no differences found among the groups regarding mean daily oxycodone consumption. CONCLUSION: The use of continuous bupivacaine subacromial infusion catheters resulted in no detectable pain reduction after arthroscopic rotator cuff repair based on visual analog scale scores and narcotic medication consumption.",eng,0
Journal Article,H. M. Chevalier; P. J. Provost; A. Z. Karas,2004.0,Effect of caudal epidural xylazine on intraoperative distress and post-operative pain in Holstein heifers,", http://onlinelibrary.wiley.com.proxy.library.adelaide.edu.au/store/10.1111/j.1467-2995.2004.00140.x/asset/j.1467-2995.2004.00140.x.pdf?v=1&t=i0bpofwy&s=4f5f2b648849b3280c9fdbe1ff58e7e1a7c38886","OBJECTIVE: To compare the effects of caudal epidural xylazine versus saline on tolerance of paravertebral nerve block and flank surgery and on post-operative pain in heifers used for a veterinary student training laboratory. STUDY DESIGN: Randomized controlled prospective study. ANIMALS: Fourteen one-year-old, nongravid, healthy Holstein heifers, weighing 360 +/- 5 kg. METHODS: Xylazine (0.05 mg kg(-1)) or 0.9% saline (5 mL) was injected using a caudal epidural technique to seven heifers undergoing a flank surgery. Nerve block of the right paravertebral fossa was performed using equal parts of lidocaine 2% and bupivacaine 0.5%. Heart and respiratory rates, rectal temperature, rumination frequency, and appetite were recorded before and at 4, 8, and 24 hours after surgery. Scores were recorded for: tolerance of local anesthesia injections (pre-operatively), sedation, ataxia and distress (intraoperatively, every 30 minutes), and pain (4, 8, and 24 hours post-operatively). RESULTS: The animals reaction to local anesthetic injection was judged to be less in the xylazine group by both an experienced observer (p<0.001) and student surgeons (p<0.01). The xylazine group required less local anesthetic (82.9 +/- 13.8 mL) versus the saline group (108.4 +/- 19.6 mL, p=0.035). Intraoperatively, xylazine heifers were more sedated at all times (p-values from <0.001 to 0.017), were more ataxic for the first 1.5 hours (p-values from <0.001 to 0.026), and lower in distress at all times (p-values from <0.001 to 0.007). No difference in post-operative pain or physiologic variables was found, except immediately post-operatively, rectal temperature was higher in the xylazine group (39.5 +/- 0.3 degrees C) than in the saline group (38.6 +/- 0.2 degrees C, p<0.001). CONCLUSION AND CLINICAL RELEVANCE: Compared with epidural saline, caudal epidural xylazine reduced distress of anesthetic injection and surgical manipulation in heifers and an improvement in animal well-being was apparent. This effect may have been as a result of sedation. Pre-operative epidural xylazine did not appear to improve post-surgical analgesia in our study.",eng,0
Journal Article,S. Baghdadi; M. H. Abbas; F. Albouz; B. J. Ammori,2008.0,Systematic review of the role of thoracoscopic splanchnicectomy in palliating the pain of patients with chronic pancreatitis,10.1007/s00464-007-9730-x,"BACKGROUND: The management of opiate-dependent intractable abdominal pain caused by chronic pancreatitis remains challenging. The published series on the role, safety, feasibility, and efficacy of thoracoscopic splanchnicectomy are reviewed. METHODS: The MEDLINE, EMBASE, and PREMEDLINE databases were searched, and relevant English language publications were systematically retrieved. Data were pooled by two independent reviewers. RESULTS: Between 1994 and 2006, 302 patients were featured in 16 reports. The reports described 202 procedures as bilateral and 100 as unilateral. These procedures were associated with rates of 16.6% for morbidity, 1.3% for conversion to thoracotomy, 1.3% for reoperation to manage complications, and 0% for mortality. The mean postoperative hospital stay was 2.7 days. The mean success rate was 90% up to 6 months of follow-up evaluation, 75% at >6 to 15 months of follow-up evaluation, and 49% at >15 months to 5.7 years of follow-up evaluation. Further intervention for pain relief was required for 12.9% of the patients. CONCLUSION: Splanchnicectomy reduces pain and improves quality of life for patients with chronic pancreatitis. Patient selection determines success rates, but the early good results achieved decline with time elapsed after thoracoscopic splanchnicectomy.",eng,0
Journal Article,P. Gomez-Cardero; E. C. Rodriguez-Merchan,2010.0,Postoperative analgesia in TKA: ropivacaine continuous intraarticular infusion,10.1007/s11999-009-1202-2,"BACKGROUND: Postoperative pain control is a challenge in patients undergoing TKA due to side effects and technical limitations of current analgesic approaches. Local anesthetic infiltration through continuous infusion pumps has been shown to reduce postoperative pain in previous studies. QUESTIONS/PURPOSES: We assessed the effectiveness of intraarticular ropivacaine infusions in reducing pain and postoperative opioid use after TKA and determined whether such infusions accelerate functional recovery of the patient and reduce length of hospital stay. METHODS: In a randomized, prospective, double-blind study, two groups were assigned: Group A (n = 25) underwent continuous intraarticular infusion with 300 mL ropivacaine 0.2% at a speed of 5 mL/hour through an elastomeric infusion pump and Group B (n = 25) had an elastomeric pump insertion with 300 mL saline solution at an infusion speed of 5 mL/hour. All patients had the same prosthesis model implanted. Parameters analyzed over the first 3 days, at discharge, and 1 month later included postoperative pain, joint function, opioid use, and length of hospital stay. RESULTS: All patients in Group A showed a decrease in pain intensity measured by a visual analog scale and opioid use in the first 3 days. Mean length of hospital stay was also reduced in Group A (5.72 days) compared to Group B (7.32 days). There were no device-related complications. CONCLUSIONS: Use of an infusion pump is effective in treating pain after TKA, reducing postoperative pain and opioid use. It also improves immediate functionality and patient comfort, reducing the mean length of hospital stay, without increasing the risk of complications. LEVEL OF EVIDENCE: Level I, therapeutic study. See Guidelines for Authors for a complete description of levels of evidence.",eng,0
Journal Article,F. Bonnet; E. Marret,2007.0,Postoperative pain management and outcome after surgery,http://dx.doi.org/10.1016/j.bpa.2006.12.007,"Postoperative pain management aims not only to decrease pain intensity but also to increase patient comfort and to improve postoperative outcome. Better pain control is achieved through a multimodal combination of regional analgesic techniques and systemic administration of analgesic agents. To guarantee uneventful follow-up and unnecessary prolongation of hospital stay, it is important to avoid side-effects of analgesic agents, especially those of opioids which are dose-related, by decreasing opioid demand through combination with non-opioid agents. Epidural analgesia not only has the advantage of providing potent and effective analgesia but also of hastening recovery of bowel function and facilitating physiotherapy and rehabilitation. Unfortunately, a reduction in postoperative morbidity and mortality by epidural analgesia has not actually been demonstrated. Inclusion of postoperative pain treatment in a multimodal approach of patient rehabilitation may improve recovery and shorten hospital stay. Effective treatment of postoperative pain is also likely to prevent chronic pain syndrome after surgery, but further studies are needed to support this hypothesis. 2006 Elsevier Ltd. All rights reserved.",English,0
Journal Article,J. Zieren; H. U. Zieren; C. A. Jacobi; J. M. Muller,1999.0,Repeated boluses of local anaesthetic for pain relief after inguinal hernia repair,10.1080/110241599750006703,"OBJECTIVE: To compare the effect of repeated boluses of local anaesthetics with an oral analgesic for pain management after tension-free inguinal hernia repair. DESIGN: Prospective randomised study. SETTING: University hospital, Germany. SUBJECTS: 104 patients undergoing elective hernia repair. INTERVENTIONS: 52 patients were given boluses of 0.5% bupivacaine 10 ml through a subcutaneous catheter and 52 dipyrone 500 mg orally 6, 12 and 24 hours after operation. MAIN OUTCOME MEASURES: Postoperative pain measured on a visual analogue scale, complications, systemic side effects, supplementary analgesics, costs, and time taken to give the analgesics. RESULTS: There were no significant differences between the groups in absolute pain scores, course of pain, and the effects of analgesics. Thirteen patients [5 in the bupivacaine group and 8 in the dipyrone group] required additional dipyrone [mean (range) 2000 mg (500-5000) and 2500 mg (500-4000) respectively]. There were no systemic side effects of either treatment. There were 5 wound haematomas in the bupivacaine group (10%), and 2 wound haematomas and 1 superficial wound infection in the dipyrone group (6%). Mean costs of material and time taken to give the analgesics were pound sterling 104.70 and 47 minutes in the bupivacaine group compared with pound sterling 3.40 and 6 minutes in the dipyrone group. The median (range) hospital stay was 2 (1-3) days in both groups. CONCLUSIONS: Repeated boluses of local anaesthetic did not result in better or cheaper pain control than oral analgesics after tension-free inguinal hernia repair.",eng,1
Journal Article,H. T. el-Kasaby; N. E. Habib; A. M. Marczak,1993.0,Subconjunctival bupivacaine in strabismus surgery,", http://ovidsp.ovid.com/athens?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=cctr&AN=CN-00096838
http://www.nature.com/eye/journal/v7/n3/pdf/eye199373a.pdf","A prospective study was performed to assess the effect of subconjunctival bupivacaine on pain relief following strabismus surgery. A total of 36 children were randomly allocated to receive either subconjunctival infiltration of bupivacaine or normal saline at the conclusion of surgery. Post-operative pain was evaluated using a 4-point assessment score. Subconjunctival bupivacaine provided significantly better post-operative pain relief (P < 0.001). We suggest that it could be used routinely in strabismus surgery, as it improves post-operative comfort thereby facilitating day case surgery.",English,0
Journal Article,R. Subramaniam; S. Subbarayudu; V. Rewari; R. P. Singh; R. Madan,2003.0,Usefulness of pre-emptive peribulbar block in pediatric vitreoretinal surgery: a prospective study,10.1053/rapm.2003.50032,"BACKGROUND AND OBJECTIVES: Vitreoretinal (VR) surgery with or without scleral buckling is associated with significant postoperative pain and emesis in adults, and recent studies have addressed the effect of retro or peribulbar block on these parameters. VR surgery in children has received little attention regarding the incidence of pain and emesis, and the role of regional anesthesia in modifying these parameters. In this study, we compared peribulbar block with conventional opioid analgesia in children undergoing VR surgery. METHODS: In a prospective, randomized, single-blind study, 85 children (ages 6 to 13 years) were allocated to receive peribulbar block (n = 42) or intravenous meperidine 1 mg/kg (n = 43) after induction of general anesthesia. Parameters compared were: intraoperative incidence of oculocardiac reflex and requirement for additional analgesic; postoperative pain intensity; incidence of postoperative emesis; time to first analgesic, total number of postoperative analgesic supplements; and parental assessment of the child's postoperative comfort at 24 hours. RESULTS: The incidence of intraoperative oculocardiac reflex was significantly less in the peribulbar group (P =.0001). Significantly more children receiving peribulbar block were pain free on awakening (P =.0004) and throughout the postoperative period. The number of children requiring opioid was significantly lower with peribulbar block (P =.008), and a significant number of children did not vomit throughout the postoperative period (P =.001). CONCLUSIONS: Peribulbar block appears to be a safe and clinically superior alternative to intravenous opioid for pediatric VR surgery.",eng,1
Journal Article,X. Ding; S. Jin; X. Niu; H. Ren; S. Fu; Q. Li,2014.0,A comparison of the analgesia efficacy and side effects of paravertebral compared with epidural blockade for thoracotomy: An updated meta-analysis,http://dx.doi.org/10.1371/journal.pone.0096233,"Objective: The most recent systematic review and meta-analysis comparing the analgesic efficacy and side effects of paravertebral and epidural blockade for thoracotomy was published in 2006. Nine well-designed randomized trials with controversial results have been published since then. The present report constitutes an updated meta-analysis of this issue. Summary of Background: Thoracotomy is a major surgical procedure and is associated with severe postoperative pain. Epidural analgesia is the gold standard for post-thoracotomy pain management, but has its limitations and contraindications, and paravertebral blockade is increasingly popular. However, it has not been decided whether the analgesic effect of the two methods is comparable, or whether paravertebral blockade leads to a lower incidence of adverse side effects after thoracotomy. Methods: Two reviewers independently searched the databases PubMed, EMBASE, and the Cochrane Library (last performed on 1 February, 2013) for reports of studies comparing post-thoracotomy epidural analgesia and paravertebral blockade. The same individuals independently extracted data from the appropriate studies. Result: Eighteen trials involving 777 patients were included in the current analysis. There was no significant difference in pain scores between paravertebral blockade and epidural analgesia at 4-8, 24, 48 hours, and the rates of pulmonary complications and morphine usage during the first 24 hours were also similar. However, paravertebral blockade was better than epidural analgesia in reducing the incidence of urinary retention (p<0.0001), nausea and vomiting (p = 0.01), hypotension (p<0.00001), and rates of failed block were lower in the paravertebral blockade group (p = 0.01). Conclusions: This meta-analysis showed that PVB can provide comparable pain relief to traditional EPI, and may have a better side-effect profile for pain relief after thoracic surgery. Further high-powered randomized trials are to need to determine whether PVB truly offers any advantages over EPI. 2014 Ding et al.",English,1
Journal Article,C. Giannoni; S. White; F. K. Enneking; T. Morey,2001.0,Ropivacaine with or without clonidine improves pediatric tonsillectomy pain,", http://archotol.jamanetwork.com/data/Journals/OTOL/11854/OOA00294.pdf","OBJECTIVE: To determine if preemptive analgesia with ropivacaine hydrochloride with or without clonidine hydrochloride decreases pain and hastens recovery after tonsillectomy. DESIGN: Prospective, randomized, triple-blinded trial. SETTING: University referral center; pediatric ambulatory practice. PARTICIPANTS: Sixty-four children, aged 3 to 15 years, undergoing tonsillectomy. INTERVENTIONS: Patients received injections in the tonsillar fossae of isotonic sodium chloride, ropivacaine, or ropivacaine plus clonidine prior to tonsil excision. MAIN OUTCOME MEASURES: Visual analogue (pain) scale scores at rest and when drinking, opioid use, recovery time to normal activity, and incidence of symptoms such as otalgia. RESULTS: Pain was reduced on postoperative day 0 in the ropivacaine-treated and ropivacaine plus clonidine-treated groups as compared with the isotonic sodium chloride-treated group (P<.05). Pain was also decreased in the ropivacaine plus clonidine-treated group on postoperative days 3 and 5 (P<.05). Intravenous narcotic use was decreased on day 0 in the ropivacaine-treated and ropivacaine plus clonidine-treated groups (P<.05). Cumulative codeine use was similar at day 3 for all patients, but was decreased at day 5 in the ropivacaine plus clonidine-treated group (P<.05). The incidence of otalgia decreased from 89% (16/18) in the isotonic sodium chloride-treated group to 63% (12/19) in the ropivacaine-treated and 61%(11/18) in the ropivacaine plus clonidine-treated groups (P<.01). Recovery to normal activity was shortened from 8.1 +/- 1.6 days to 5.8 +/- 2.9 days (mean +/- SD) in the isotonic sodium chloride-treated and ropivacaine plus clonidine-treated groups, respectively (P =.03). CONCLUSION: Preincisional injection of ropivacaine with clonidine prior to tonsillectomy has a preemptive analgesic effect that outlasts the local anesthetic and decreases pain, opioid use, and the time to return to normal activity.",eng,0
Journal Article,H. H. Su; P. W. Lui; C. L. Yu; C. S. Liew; C. H. Lin; Y. T. Lin; C. H. Chang; M. W. Yang,2005.0,The effects of continuous axillary brachial plexus block with ropivacaine infusion on skin temperature and survival of crushed fingers after microsurgical replantation,", http://ovidsp.ovid.com/athens?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed7&AN=2005470994","Background: Continuous axillary brachial plexus block with local anesthetic has been shown to improve tissue perfusion after replantation surgery of the extremity. The present study aimed to investigate whether continuous axillary brachial plexus block with ropivacaine infusion can improve the survival of the reconstructive fingers secondary to an increase in its skin temperature in patients receiving replantation surgery of the crushed fingers. Methods: Under general anesthesia, 18 patients received replantation or toe-to-hand transplantation of their crushed digits. They were randomly divided into two groups. Under ultrasound guidance, continuous axillary brachial plexus analgesia was effected by a loading dose of 10 ml 0.75% ropivacaine, followed by an infusion of 4-5 ml per hour for up to three days (Group A). Patients who did not receive continuous analgesia postoperatively served as a control (Group B). An infrared thermometer was used to hourly assess the skin temperature of the surgical and non-surgical sites in both groups for 24 h after the surgery. In addition, the survival (the rate of re-operation or amputation) of the reconstructive digits was also evaluated in both groups. Results: The skin temperature of the digits (T1) on both groups did not show any significant difference at any point of time after the surgery albeit there was a trend of increased skin temperature on the reconstructive digits in patients receiving continuous axillary brachial plexus block (Group A) as compared to those without receiving the block (Group B). Also, the difference in skin temperature (dT) differed slightly at 0, 9 and 21 hours postoperatively in Group A in comparison with Group B (0.75 + 0.65 vs. -2.33 + 1.24, 0.53 + 0.34 vs. -3.02 + 1.27, -0.125 + 0.55 vs. -2.33 + 0.91, p < 0.05). However, no patients in both groups received a second operation or amputation of the graft. Conclusions: The result of this study demonstrated that axillary brachial plexus block with continuous infusion of 0.75% ropivacaine can increase the skin temperature, an index of tissue perfusion, of the reconstructive digits for 24 h after microvascular surgery of the crushed fingers. However, graft survival was good in both groups.",English,0
Journal Article,S. Takamori; S. Yoshida; A. Hayashi; T. Matsuo; M. Mitsuoka; K. Shirouzu,2002.0,Intraoperative intercostal nerve blockade for postthoracotomy pain,", http://ac.els-cdn.com.proxy.library.adelaide.edu.au/S0003497502037104/1-s2.0-S0003497502037104-main.pdf?_tid=d0de099c-46b5-11e4-8ad3-00000aab0f27&acdnat=1411870923_94b3d30b3fe8074d92ffabbacd973f11","BACKGROUND: Epidural analgesia is widely employed as a means to control postthoracotomy pain, but is sometimes inadequate. The purpose of this study is to evaluate the effectiveness of intraoperative, temporary, intercostal nerve blockade in addition to epidural analgesia for control of postthoracotomy pain. METHODS: Forty patients undergoing elective lobectomy through antero-axillary thoracotomy were randomized to receive epidural analgesia only (group A, n = 20) or epidural analgesia plus temporary, intraoperative intercostal nerve blockade using 0.25% bupivacaine (group B, n = 20). Postoperative pain was assessed using a subjective analogue visual scale, and with the Prince Henry pain scale. Food intake and nonsteroidal analgesic consumption were also investigated. Serum ACTH and cortisol in each group were measured before and after the operation. RESULTS: The analogue visual scale scores were significantly higher in group A than group B (p < 0.001), and were significantly higher on the day of operation and postoperative days 1, 2, and 3 (p < 0.001, p < 0.005, p < 0.005, p < 0.05, respectively). Prince Henry pain scale scores were significantly higher on the day of operation and postoperative day 1 (p < 0.05, p < 0.005, respectively). Food intake was significantly lower in group A than in group B (p < 0.05), and nonsteroidal analgesic consumption was not significantly different between groups. There was no significant difference between group A and group B in serum ACTH or in cortisol levels. CONCLUSIONS: Additional intraoperative intercostal nerve blockade provides an additive benefit for postthoracotomy pain relief, especially early after operation.",eng,1
Journal Article,K. J. Roberts; J. Gilmour; R. Pande; P. Nightingale; L. C. Tan; S. Khan,2011.0,Efficacy of intraperitoneal local anaesthetic techniques during laparoscopic cholecystectomy,10.1007/s00464-011-1757-3,"BACKGROUND: Pain following laparoscopic cholecystectomy (LC) is a barrier to early discharge. Some studies have demonstrated that local anaesthetic (LA) washed over the liver and gallbladder decreases postoperative pain. In many patients pain is partially of diaphragmatic origin which may not be treated effectively by topical wash. This study assesses the efficacy of LA injected to the peritoneum of the right hemidiaphragm or topical wash with a control group. METHODS: We performed a double-blind randomized sham controlled trial of 128 consecutive subjects who underwent elective LC. Patients received subcutaneous bupivacaine, a diaphragmatic injection of bupivacaine or sham, and topical wash over the liver/gallbladder with bupivacaine or sham depending upon allocation. The primary outcome was VAS pain scores on the ward. Secondary outcomes included VRS pain scores in theatre recovery, analgesic use, physiological observations, time to eating and ambulation, and successful day-case surgery. RESULTS: Pain scores were significantly lower in both LA groups versus control in theatre recovery but only in the subperitoneal diaphragm injection group when the patients returned to the ward. Subperitoneal diaphragm injection was associated with a reduced time in theatre recovery (p = 0.04). CONCLUSIONS: Intraperitoneal techniques of LA during LC decrease postoperative pain and shorten time in theatre recovery. Injection of LA to the right hemidiaphragm is associated with lower pain scores for a longer period following LC than a previously validated wash technique.",eng,1
